,TMAX
1881,21.5
1882,
1883,
1884,11.7
1885,21.2
1886,16.1
1887,26.8
1888,13.3
1889,9.9
1890,22.4
1891,17.0
1892,15.3
1893,7.5
1894,11.2
1895,21.4
1896,14.4
1897,14.2
1898,14.0
1899,16.5
1900,15.1
1901,11.7
1902,10.4
1903,12.1
1904,10.6
1905,12.7
1906,27.5
1907,18.3
1908,13.2
1909,7.6
1910,12.7
1911,12.9
1912,12.2
1913,14.3
1914,14.9
1915,11.9
1916,5.9
1917,3.7
1918,14.9
1919,12.7
1920,20.7
1921,23.2
1922,14.6
1923,15.2
1924,8.7
1925,15.9
1926,19.4
1927,11.1
1928,17.3
1929,19.2
1930,26.2
1931,26.3
1932,15.0
1933,20.0
1934,12.3
1935,9.0
1936,20.7
1937,22.3
1938,10.5
1939,25.5
1940,20.8
1941,13.4
1942,14.1
1943,7.2
1944,16.9
1945,8.3
1946,12.3
1947,8.8
1948,18.0
1949,20.8
1950,17.0
1951,14.0
1952,8.7
1953,20.8
1954,22.4
1955,17.1
1956,11.8
1957,26.0
1958,8.1
1959,12.5
1960,15.3
1961,17.7
1962,19.3
1963,21.0
1964,12.9
1965,9.7
1966,24.6
1967,15.5
1968,13.4
1969,12.3
1970,12.4
1971,16.4
1972,23.9
1973,22.7
1974,8.0
1975,24.3
1976,15.2
1977,10.4
1978,22.4
1979,14.5
1980,3.4
1981,23.1
1982,7.5
1983,19.8
1984,16.9
1985,12.0
1986,15.7
1987,14.1
1988,18.5
1989,15.7
1990,9.8
1991,17.5
1992,19.3
1993,24.7
1994,11.0
1995,22.7
1996,12.9
1997,6.7
1998,14.2
1999,15.1
2000,21.3
2001,12.5
2002,10.0
2003,19.8
2004,12.7
2005,15.3
2006,14.4
2007,23.1
2008,13.7
2009,14.7
2010,25.6
2011,16.9
2012,22.3
2013,20.6
2014,
2015,19.7
2016,18.8
2017,
2018,20.2
