,TMAX
1881,1.7
1882,
1883,
1884,2.3
1885,-5.3
1886,0.4
1887,-3.4
1888,-3.8
1889,-9.4
1890,3.1
1891,1.7
1892,-12.5
1893,-13.9
1894,-14.0
1895,1.8
1896,-9.8
1897,1.5
1898,-1.4
1899,-3.1
1900,0.6
1901,-9.0
1902,-8.3
1903,
1904,-0.2
1905,-5.2
1906,-1.2
1907,
1908,-11.0
1909,-3.4
1910,-0.6
1911,-0.4
1912,2.4
1913,3.0
1914,1.3
1915,-1.7
1916,-4.8
1917,-15.2
1918,-2.5
1919,-4.9
1920,1.1
1921,-7.8
1922,-4.4
1923,3.7
1924,-5.7
1925,1.4
1926,-4.2
1927,-16.2
1928,-3.6
1929,-7.1
1930,1.9
1931,-7.6
1932,-5.3
1933,0.9
1934,-5.2
1935,-1.2
1936,2.7
1937,3.3
1938,-8.4
1939,-4.2
1940,-9.5
1941,-16.1
1942,-18.5
1943,-4.7
1944,-2.9
1945,-2.2
1946,-3.9
1947,-5.6
1948,-8.8
1949,-0.3
1950,-11.4
1951,-8.8
1952,2.7
1953,-2.9
1954,-0.2
1955,-4.0
1956,-0.7
1957,-8.6
1958,-3.5
1959,1.4
1960,0.6
1961,0.5
1962,1.9
1963,-1.6
1964,1.2
1965,2.3
1966,-10.9
1967,-2.2
1968,-7.1
1969,-4.2
1970,-8.0
1971,-11.2
1972,-0.8
1973,1.9
1974,-3.0
1975,2.0
1976,-1.4
1977,-4.3
1978,1.5
1979,-16.8
1980,0.4
1981,1.0
1982,-10.2
1983,-7.8
1984,1.3
1985,-3.5
1986,-4.3
1987,-12.9
1988,2.8
1989,-7.4
1990,-4.1
1991,-5.3
1992,2.2
1993,-0.4
1994,-0.5
1995,2.0
1996,-8.1
1997,-7.9
1998,-4.8
1999,-2.3
2000,-6.0
2001,-0.1
2002,-16.2
2003,-18.2
2004,-6.0
2005,-0.8
2006,1.9
2007,4.1
2008,0.9
2009,-8.3
2010,-12.5
2011,-6.5
2012,-2.7
2013,3.3
2014,
2015,
2016,
2017,
2018,
2019,1.6
