,TMAX
1881,21.2
1882,
1883,20.1
1884,15.4
1885,13.9
1886,18.9
1887,21.4
1888,14.1
1889,9.7
1890,13.8
1891,14.5
1892,18.2
1893,12.9
1894,8.5
1895,16.2
1896,18.9
1897,13.9
1898,15.5
1899,10.1
1900,12.7
1901,16.3
1902,12.1
1903,15.0
1904,10.7
1905,15.4
1906,15.8
1907,14.8
1908,10.7
1909,15.0
1910,19.3
1911,16.9
1912,11.2
1913,20.2
1914,19.7
1915,16.8
1916,13.5
1917,12.0
1918,13.0
1919,11.7
1920,13.5
1921,11.9
1922,17.6
1923,13.1
1924,19.9
1925,14.0
1926,13.6
1927,11.9
1928,16.8
1929,11.1
1930,11.9
1931,10.3
1932,12.2
1933,12.4
1934,16.0
1935,14.4
1936,19.7
1937,18.3
1938,14.3
1939,14.8
1940,13.5
1941,16.7
1942,11.1
1943,14.7
1944,10.2
1945,15.4
1946,13.4
1947,20.6
1948,23.8
1949,17.4
1950,15.4
1951,20.8
1952,10.5
1953,11.6
1954,17.2
1955,24.7
1956,14.2
1957,17.6
1958,15.3
1959,9.7
1960,14.2
1961,14.0
1962,12.3
1963,17.1
1964,12.8
1965,14.7
1966,15.4
1967,19.1
1968,10.5
1969,18.4
1970,13.6
1971,10.3
1972,20.1
1973,7.4
1974,13.2
1975,16.4
1976,20.6
1977,8.9
1978,11.9
1979,14.0
1980,14.8
1981,12.1
1982,11.2
1983,17.0
1984,10.9
1985,16.6
1986,13.2
1987,13.3
1988,10.9
1989,14.9
1990,12.9
1991,13.2
1992,17.4
1993,10.2
1994,17.2
1995,13.6
1996,14.0
1997,16.6
1998,24.4
1999,10.2
2000,11.4
2001,18.2
2002,17.4
2003,17.4
2004,20.0
2005,16.5
2006,19.5
2007,11.7
2008,10.2
2009,16.9
2010,19.7
2011,15.6
2012,15.3
2013,18.7
2014,
2015,
2016,15.7
2017,
2018,18.4
