,TMAX
1881,7.6
1882,
1883,
1884,15.1
1885,8.2
1886,10.4
1887,8.6
1888,12.2
1889,13.1
1890,19.9
1891,4.7
1892,10.6
1893,10.5
1894,16.3
1895,12.8
1896,13.9
1897,21.9
1898,16.7
1899,9.0
1900,12.4
1901,0.4
1902,10.2
1903,6.5
1904,4.5
1905,10.0
1906,25.4
1907,9.6
1908,2.1
1909,3.1
1910,22.5
1911,17.8
1912,3.9
1913,6.8
1914,13.0
1915,9.9
1916,23.5
1917,16.7
1918,7.9
1919,11.8
1920,10.3
1921,18.2
1922,11.7
1923,9.2
1924,12.7
1925,15.1
1926,7.1
1927,10.8
1928,15.9
1929,17.4
1930,5.4
1931,13.6
1932,21.0
1933,9.1
1934,27.3
1935,9.4
1936,14.6
1937,13.4
1938,13.0
1939,11.8
1940,19.2
1941,4.9
1942,1.8
1943,18.2
1944,2.6
1945,19.0
1946,9.5
1947,11.2
1948,17.4
1949,24.3
1950,13.7
1951,8.8
1952,13.8
1953,7.4
1954,13.8
1955,11.5
1956,12.3
1957,10.6
1958,5.7
1959,12.7
1960,14.2
1961,17.7
1962,11.0
1963,22.1
1964,16.0
1965,13.4
1966,5.8
1967,13.2
1968,17.2
1969,13.6
1970,16.2
1971,12.2
1972,13.5
1973,13.1
1974,7.8
1975,17.6
1976,7.4
1977,22.3
1978,11.6
1979,12.7
1980,10.5
1981,15.4
1982,22.6
1983,14.6
1984,18.8
1985,15.1
1986,18.0
1987,5.3
1988,14.4
1989,15.3
1990,16.3
1991,9.0
1992,13.8
1993,19.2
1994,16.6
1995,16.0
1996,11.9
1997,8.8
1998,12.5
1999,10.0
2000,11.5
2001,20.2
2002,19.4
2003,20.3
2004,26.4
2005,9.2
2006,21.6
2007,12.0
2008,9.7
2009,14.5
2010,11.7
2011,8.3
2012,13.6
2013,11.9
2014,
2015,
2016,
2017,11.5
2018,16.9
