,TMAX
1881,17.5
1882,
1883,
1884,11.9
1885,26.2
1886,18.7
1887,17.2
1888,16.0
1889,20.8
1890,24.2
1891,19.1
1892,16.4
1893,20.5
1894,19.3
1895,12.9
1896,13.4
1897,17.9
1898,19.8
1899,15.3
1900,18.7
1901,25.8
1902,17.2
1903,17.4
1904,16.6
1905,17.2
1906,15.8
1907,17.1
1908,24.1
1909,17.0
1910,12.7
1911,25.7
1912,21.0
1913,17.2
1914,17.9
1915,18.8
1916,17.0
1917,25.4
1918,17.0
1919,17.8
1920,19.2
1921,22.2
1922,16.2
1923,16.2
1924,22.5
1925,22.9
1926,25.2
1927,24.4
1928,21.4
1929,23.7
1930,20.3
1931,17.9
1932,23.6
1933,15.0
1934,21.0
1935,26.9
1936,23.5
1937,25.0
1938,22.5
1939,28.4
1940,23.4
1941,26.0
1942,23.3
1943,17.3
1944,20.7
1945,26.3
1946,22.7
1947,21.7
1948,21.3
1949,20.7
1950,22.4
1951,25.4
1952,20.9
1953,22.0
1954,19.8
1955,24.0
1956,17.8
1957,20.5
1958,21.9
1959,24.1
1960,26.5
1961,20.2
1962,18.9
1963,18.0
1964,14.0
1965,16.5
1966,18.0
1967,23.4
1968,22.6
1969,25.3
1970,18.9
1971,20.1
1972,17.5
1973,21.1
1974,24.5
1975,20.2
1976,18.2
1977,18.1
1978,14.8
1979,21.2
1980,18.6
1981,16.3
1982,22.8
1983,22.7
1984,15.4
1985,24.3
1986,21.0
1987,19.9
1988,21.0
1989,20.9
1990,21.2
1991,16.7
1992,22.3
1993,21.8
1994,18.1
1995,16.9
1996,22.7
1997,17.8
1998,17.4
1999,18.0
2000,21.2
2001,17.7
2002,28.2
2003,20.8
2004,17.2
2005,18.9
2006,25.2
2007,31.4
2008,22.4
2009,19.7
2010,29.3
2011,16.0
2012,19.9
2013,22.5
2014,
2015,
2016,19.3
2017,
2018,
