,TMAX
1881,2.2
1882,
1883,
1884,-1.3
1885,-2.2
1886,-13.2
1887,-3.6
1888,-4.4
1889,-2.8
1890,1.6
1891,-8.0
1892,0.0
1893,-17.1
1894,-4.9
1895,-5.9
1896,0.0
1897,-2.7
1898,-2.4
1899,-9.7
1900,-10.7
1901,-5.0
1902,-9.1
1903,
1904,-2.0
1905,2.0
1906,-2.1
1907,
1908,-9.9
1909,1.8
1910,0.5
1911,-6.2
1912,-7.4
1913,0.2
1914,-8.9
1915,-6.5
1916,1.9
1917,-12.4
1918,-8.3
1919,-7.5
1920,0.4
1921,-13.6
1922,-4.4
1923,0.1
1924,-6.1
1925,3.2
1926,-4.9
1927,1.5
1928,-4.3
1929,0.9
1930,4.0
1931,-7.2
1932,-6.8
1933,0.7
1934,-3.3
1935,-11.4
1936,2.3
1937,2.2
1938,-8.6
1939,-7.1
1940,-7.0
1941,-1.3
1942,-4.7
1943,0.9
1944,-1.9
1945,0.9
1946,-1.5
1947,-16.6
1948,-9.1
1949,5.2
1950,-17.8
1951,-1.6
1952,1.3
1953,-7.1
1954,-4.0
1955,-3.3
1956,1.6
1957,-3.8
1958,-6.6
1959,1.9
1960,-0.5
1961,0.6
1962,0.3
1963,-6.6
1964,2.3
1965,0.3
1966,-8.1
1967,-0.3
1968,-7.9
1969,-8.8
1970,-3.0
1971,-3.8
1972,-0.6
1973,0.4
1974,-1.8
1975,3.5
1976,-8.6
1977,-7.1
1978,-1.2
1979,-14.5
1980,-1.6
1981,-4.7
1982,-17.2
1983,-0.6
1984,2.9
1985,-18.1
1986,-5.4
1987,-17.4
1988,5.7
1989,1.5
1990,-7.5
1991,-5.4
1992,4.5
1993,1.2
1994,-0.8
1995,0.3
1996,-6.2
1997,-5.4
1998,1.8
1999,-0.4
2000,2.2
2001,-2.5
2002,0.1
2003,-18.1
2004,-10.5
2005,1.1
2006,1.0
2007,1.7
2008,-9.9
2009,-8.2
2010,-5.3
2011,-6.7
2012,2.7
2013,0.7
2014,
2015,
2016,-10.0
2017,-13.3
2018,3.1
2019,-5.4
