,TMAX
1881,5.1
1882,
1883,3.6
1884,-7.5
1885,-2.9
1886,3.6
1887,1.2
1888,2.0
1889,-0.4
1890,-3.1
1891,-1.6
1892,4.5
1893,3.5
1894,1.5
1895,0.8
1896,-6.2
1897,1.4
1898,4.9
1899,-0.7
1900,0.9
1901,-7.1
1902,-10.5
1903,
1904,-8.0
1905,2.0
1906,1.0
1907,-1.6
1908,1.5
1909,-9.6
1910,-4.4
1911,-0.8
1912,1.1
1913,4.0
1914,2.0
1915,1.0
1916,5.0
1917,-0.3
1918,-2.8
1919,1.2
1920,-2.0
1921,-7.8
1922,-4.2
1923,-3.8
1924,4.0
1925,-6.9
1926,-4.1
1927,1.9
1928,3.1
1929,2.7
1930,0.1
1931,-3.0
1932,6.3
1933,2.0
1934,1.2
1935,3.4
1936,-2.0
1937,-3.1
1938,3.8
1939,1.3
1940,-1.8
1941,1.4
1942,-8.3
1943,0.8
1944,-0.9
1945,1.1
1946,1.9
1947,-1.4
1948,3.1
1949,-4.3
1950,5.1
1951,0.4
1952,-2.0
1953,4.1
1954,-5.3
1955,0.3
1956,-1.6
1957,-6.4
1958,3.6
1959,3.0
1960,1.9
1961,-1.4
1962,-1.6
1963,-4.4
1964,-8.6
1965,1.6
1966,1.0
1967,-0.4
1968,0.8
1969,0.9
1970,-5.3
1971,3.5
1972,3.1
1973,-6.0
1974,0.8
1975,3.0
1976,4.7
1977,-2.8
1978,-2.0
1979,-2.7
1980,-8.6
1981,0.9
1982,3.3
1983,-2.8
1984,4.5
1985,-8.4
1986,5.9
1987,3.7
1988,-6.2
1989,1.1
1990,0.5
1991,6.5
1992,-7.2
1993,-5.0
1994,0.8
1995,-0.7
1996,3.0
1997,-2.8
1998,-5.0
1999,7.3
2000,2.1
2001,-2.4
2002,-12.1
2003,3.7
2004,-6.9
2005,2.0
2006,6.4
2007,-2.1
2008,3.6
2009,4.7
2010,-9.1
2011,3.3
2012,-5.5
2013,-1.6
2014,
2015,1.6
2016,
2017,
2018,-1.3
