,TMAX
1881,12.7
1882,
1883,
1884,20.7
1885,7.1
1886,22.2
1887,12.8
1888,16.6
1889,19.8
1890,19.8
1891,12.4
1892,13.7
1893,18.0
1894,19.5
1895,23.4
1896,23.4
1897,14.8
1898,25.1
1899,9.7
1900,19.2
1901,20.7
1902,13.7
1903,24.5
1904,14.7
1905,16.5
1906,18.7
1907,21.5
1908,19.4
1909,22.0
1910,28.6
1911,11.0
1912,20.4
1913,13.4
1914,21.5
1915,17.3
1916,20.9
1917,18.4
1918,15.3
1919,15.0
1920,14.4
1921,25.2
1922,19.2
1923,12.3
1924,17.0
1925,11.5
1926,15.5
1927,14.1
1928,18.6
1929,15.4
1930,19.6
1931,15.2
1932,19.5
1933,22.6
1934,13.2
1935,20.7
1936,26.5
1937,26.7
1938,18.5
1939,24.4
1940,11.5
1941,21.8
1942,14.3
1943,24.0
1944,17.2
1945,17.6
1946,19.7
1947,23.8
1948,18.6
1949,15.8
1950,10.3
1951,20.2
1952,18.6
1953,18.7
1954,28.3
1955,15.3
1956,25.1
1957,27.1
1958,15.2
1959,27.1
1960,21.7
1961,27.8
1962,15.2
1963,23.0
1964,23.1
1965,24.4
1966,25.0
1967,10.8
1968,19.9
1969,19.3
1970,23.3
1971,12.2
1972,21.5
1973,15.7
1974,24.9
1975,16.4
1976,13.4
1977,28.8
1978,17.5
1979,18.6
1980,24.6
1981,18.5
1982,13.5
1983,19.0
1984,14.9
1985,20.7
1986,28.0
1987,19.4
1988,15.5
1989,19.5
1990,17.8
1991,20.8
1992,26.9
1993,12.7
1994,18.8
1995,28.5
1996,24.4
1997,25.4
1998,30.5
1999,24.3
2000,24.7
2001,17.6
2002,27.2
2003,16.7
2004,19.4
2005,21.0
2006,21.2
2007,22.1
2008,16.7
2009,22.3
2010,20.0
2011,26.4
2012,16.7
2013,17.2
2014,
2015,
2016,
2017,
2018,19.8
