,TMAX
1881,13.5
1882,
1883,
1884,17.3
1885,24.0
1886,21.1
1887,17.6
1888,20.3
1889,26.0
1890,20.4
1891,16.6
1892,18.0
1893,16.8
1894,20.1
1895,22.4
1896,20.9
1897,18.8
1898,20.8
1899,19.5
1900,29.0
1901,19.5
1902,15.5
1903,21.1
1904,19.1
1905,18.0
1906,23.0
1907,24.8
1908,15.5
1909,27.5
1910,24.5
1911,21.1
1912,16.6
1913,21.4
1914,31.5
1915,23.6
1916,26.0
1917,14.2
1918,21.6
1919,25.4
1920,23.4
1921,19.9
1922,24.0
1923,20.5
1924,17.1
1925,29.4
1926,15.7
1927,27.7
1928,14.6
1929,19.8
1930,24.7
1931,29.9
1932,26.7
1933,27.4
1934,20.7
1935,15.0
1936,22.2
1937,20.7
1938,20.2
1939,25.6
1940,26.6
1941,25.3
1942,24.9
1943,20.0
1944,23.7
1945,27.5
1946,21.9
1947,19.2
1948,20.6
1949,21.4
1950,17.2
1951,17.7
1952,20.8
1953,18.6
1954,20.6
1955,24.7
1956,19.4
1957,18.2
1958,17.9
1959,23.1
1960,20.9
1961,18.8
1962,21.4
1963,19.7
1964,18.0
1965,18.2
1966,23.5
1967,20.7
1968,19.6
1969,29.6
1970,19.3
1971,20.4
1972,33.6
1973,21.8
1974,23.1
1975,20.0
1976,15.4
1977,21.9
1978,21.4
1979,19.3
1980,20.8
1981,21.1
1982,25.4
1983,20.6
1984,21.5
1985,19.3
1986,22.1
1987,22.1
1988,15.7
1989,27.1
1990,24.5
1991,25.0
1992,15.7
1993,15.3
1994,23.3
1995,24.1
1996,22.6
1997,26.0
1998,22.7
1999,22.6
2000,21.4
2001,26.6
2002,23.5
2003,19.4
2004,20.7
2005,23.0
2006,32.9
2007,22.8
2008,17.6
2009,19.9
2010,32.0
2011,29.4
2012,29.3
2013,24.6
2014,
2015,20.6
2016,
2017,17.6
2018,
