,TMAX
1881,2.3
1882,
1883,7.1
1884,8.8
1885,-1.8
1886,2.1
1887,2.8
1888,1.1
1889,1.3
1890,3.7
1891,3.4
1892,0.4
1893,6.7
1894,-0.2
1895,1.7
1896,8.9
1897,7.1
1898,2.2
1899,5.7
1900,2.4
1901,11.2
1902,-2.7
1903,
1904,4.3
1905,2.2
1906,4.0
1907,8.3
1908,2.7
1909,11.4
1910,0.7
1911,11.8
1912,0.9
1913,7.5
1914,3.5
1915,0.4
1916,4.1
1917,5.9
1918,7.9
1919,10.3
1920,4.8
1921,5.1
1922,0.0
1923,11.5
1924,4.9
1925,-0.6
1926,0.5
1927,4.0
1928,8.5
1929,9.5
1930,9.0
1931,3.5
1932,8.4
1933,3.6
1934,12.4
1935,7.2
1936,1.5
1937,9.9
1938,2.8
1939,5.7
1940,2.5
1941,2.0
1942,5.9
1943,12.7
1944,6.6
1945,1.7
1946,-0.5
1947,0.9
1948,8.7
1949,10.9
1950,3.4
1951,6.2
1952,3.6
1953,6.1
1954,8.7
1955,5.7
1956,9.4
1957,8.8
1958,5.0
1959,-2.0
1960,2.2
1961,5.7
1962,10.7
1963,10.5
1964,10.4
1965,7.4
1966,12.0
1967,7.9
1968,7.9
1969,5.1
1970,5.4
1971,2.9
1972,3.1
1973,0.4
1974,6.6
1975,5.9
1976,-0.9
1977,8.0
1978,3.0
1979,4.4
1980,3.9
1981,8.3
1982,6.0
1983,8.8
1984,8.3
1985,8.0
1986,8.5
1987,0.4
1988,6.9
1989,12.9
1990,6.0
1991,4.6
1992,2.0
1993,0.9
1994,6.8
1995,8.6
1996,7.3
1997,2.9
1998,12.7
1999,4.9
2000,9.4
2001,3.2
2002,-0.5
2003,1.5
2004,9.3
2005,12.3
2006,13.8
2007,6.6
2008,10.2
2009,5.1
2010,4.8
2011,9.8
2012,4.4
2013,7.6
2014,
2015,
2016,6.3
2017,
2018,8.2
