,TMAX
1881,18.9
1882,
1883,18.4
1884,13.8
1885,13.1
1886,16.4
1887,22.8
1888,19.1
1889,17.6
1890,17.0
1891,18.4
1892,13.1
1893,14.1
1894,17.2
1895,13.5
1896,18.5
1897,18.7
1898,18.1
1899,13.5
1900,17.6
1901,11.4
1902,10.4
1903,15.6
1904,15.0
1905,14.2
1906,10.5
1907,18.4
1908,17.0
1909,21.5
1910,14.7
1911,15.4
1912,25.1
1913,25.3
1914,10.3
1915,17.7
1916,13.3
1917,21.0
1918,15.1
1919,15.5
1920,16.9
1921,15.0
1922,15.4
1923,15.9
1924,17.4
1925,17.8
1926,19.3
1927,17.3
1928,14.6
1929,15.8
1930,23.0
1931,17.5
1932,17.7
1933,17.7
1934,17.7
1935,22.3
1936,18.1
1937,18.2
1938,28.3
1939,18.2
1940,15.4
1941,11.8
1942,17.2
1943,18.4
1944,18.1
1945,18.4
1946,18.0
1947,15.8
1948,16.1
1949,21.0
1950,18.7
1951,26.2
1952,17.9
1953,17.5
1954,17.5
1955,25.5
1956,14.5
1957,19.4
1958,22.4
1959,13.5
1960,16.3
1961,18.9
1962,14.6
1963,27.6
1964,14.1
1965,22.0
1966,20.2
1967,21.0
1968,22.0
1969,19.3
1970,21.2
1971,17.7
1972,14.5
1973,16.2
1974,19.5
1975,19.7
1976,23.6
1977,21.7
1978,15.9
1979,16.0
1980,15.3
1981,14.6
1982,19.8
1983,16.7
1984,17.1
1985,21.1
1986,12.5
1987,10.0
1988,15.5
1989,14.3
1990,13.2
1991,19.8
1992,30.4
1993,14.4
1994,16.2
1995,21.9
1996,27.5
1997,17.6
1998,13.6
1999,18.8
2000,16.6
2001,16.3
2002,22.0
2003,12.4
2004,26.2
2005,17.2
2006,17.7
2007,13.2
2008,13.8
2009,19.4
2010,18.3
2011,18.7
2012,14.5
2013,22.1
2014,
2015,
2016,18.2
2017,20.1
2018,21.8
