,TMAX
1881,-9.1
1882,
1883,
1884,-11.2
1885,-16.0
1886,-5.3
1887,-3.6
1888,-4.6
1889,-2.9
1890,3.3
1891,-5.3
1892,-0.5
1893,-14.9
1894,-5.8
1895,-1.5
1896,-6.7
1897,-18.1
1898,-3.5
1899,-12.2
1900,-16.2
1901,-3.0
1902,0.8
1903,
1904,-9.0
1905,3.5
1906,-0.2
1907,
1908,-16.2
1909,-6.5
1910,-4.8
1911,-0.7
1912,-14.0
1913,-0.1
1914,-11.6
1915,-0.3
1916,-0.8
1917,-7.1
1918,-12.5
1919,1.1
1920,2.3
1921,2.9
1922,-5.7
1923,1.3
1924,-4.3
1925,-1.6
1926,-13.0
1927,-8.7
1928,-4.4
1929,-1.9
1930,4.1
1931,-5.3
1932,2.3
1933,-0.9
1934,1.8
1935,-3.0
1936,-3.5
1937,0.0
1938,-6.2
1939,-19.8
1940,-16.6
1941,-1.4
1942,-15.3
1943,-12.1
1944,-5.1
1945,-1.4
1946,1.5
1947,-7.7
1948,-6.5
1949,1.8
1950,-22.4
1951,-7.7
1952,2.4
1953,-4.6
1954,-6.4
1955,-10.1
1956,-8.2
1957,4.4
1958,-16.1
1959,0.0
1960,-11.9
1961,1.3
1962,2.4
1963,-4.9
1964,1.6
1965,-11.5
1966,-11.9
1967,-6.1
1968,-20.5
1969,-6.4
1970,-6.4
1971,2.6
1972,-4.1
1973,0.5
1974,-10.3
1975,-10.0
1976,0.4
1977,-4.3
1978,1.8
1979,0.4
1980,-4.7
1981,-4.1
1982,-21.2
1983,2.8
1984,0.8
1985,-9.7
1986,-6.6
1987,-28.5
1988,-4.3
1989,1.7
1990,1.4
1991,2.8
1992,3.0
1993,1.1
1994,2.4
1995,0.0
1996,-7.6
1997,-4.6
1998,0.6
1999,-8.4
2000,4.4
2001,2.1
2002,1.2
2003,-2.0
2004,-12.6
2005,5.6
2006,-1.6
2007,5.6
2008,-3.6
2009,-5.8
2010,-11.5
2011,1.5
2012,-1.1
2013,-3.1
2014,
2015,1.2
2016,
2017,
2018,0.3
2019,
