,TMAX
1881,4.9
1882,
1883,
1884,9.0
1885,10.7
1886,15.6
1887,8.5
1888,10.3
1889,19.5
1890,5.8
1891,10.3
1892,12.5
1893,8.8
1894,16.3
1895,17.1
1896,9.4
1897,22.4
1898,19.6
1899,15.5
1900,5.0
1901,13.5
1902,5.9
1903,4.6
1904,15.8
1905,23.1
1906,20.6
1907,9.8
1908,7.5
1909,8.4
1910,17.7
1911,18.3
1912,7.4
1913,12.6
1914,17.8
1915,10.9
1916,22.0
1917,3.6
1918,0.3
1919,14.0
1920,16.0
1921,19.9
1922,14.9
1923,12.0
1924,17.4
1925,23.4
1926,9.2
1927,6.7
1928,14.1
1929,23.4
1930,16.1
1931,9.0
1932,14.3
1933,11.9
1934,22.1
1935,7.0
1936,14.0
1937,14.2
1938,11.6
1939,6.8
1940,22.3
1941,5.1
1942,4.7
1943,15.7
1944,10.6
1945,7.1
1946,6.6
1947,16.8
1948,20.1
1949,10.2
1950,11.0
1951,12.6
1952,9.7
1953,10.8
1954,23.5
1955,11.0
1956,13.5
1957,21.0
1958,11.3
1959,12.3
1960,16.2
1961,15.2
1962,11.7
1963,18.3
1964,11.2
1965,15.7
1966,12.5
1967,10.0
1968,10.9
1969,24.6
1970,18.5
1971,17.1
1972,4.3
1973,12.0
1974,10.8
1975,20.8
1976,14.0
1977,18.3
1978,8.2
1979,16.7
1980,16.6
1981,20.8
1982,16.3
1983,16.2
1984,9.2
1985,14.9
1986,15.5
1987,7.4
1988,9.0
1989,14.5
1990,13.1
1991,7.4
1992,13.0
1993,22.3
1994,21.1
1995,7.5
1996,13.1
1997,17.2
1998,14.1
1999,5.1
2000,13.8
2001,19.8
2002,17.9
2003,18.3
2004,23.0
2005,12.6
2006,19.3
2007,13.6
2008,15.1
2009,21.7
2010,20.1
2011,18.1
2012,18.1
2013,23.9
2014,
2015,
2016,
2017,6.1
2018,14.3
