,TMAX
1881,-15.1
1882,
1883,
1884,2.3
1885,-0.9
1886,-7.7
1887,-3.6
1888,-13.9
1889,-7.8
1890,-2.7
1891,-8.2
1892,-19.0
1893,-10.5
1894,3.0
1895,-3.2
1896,-1.0
1897,-10.6
1898,-2.8
1899,-0.6
1900,-0.3
1901,1.8
1902,-6.2
1903,
1904,2.1
1905,-4.5
1906,-8.7
1907,
1908,-0.8
1909,0.4
1910,-10.8
1911,-5.6
1912,-3.4
1913,-8.5
1914,0.5
1915,-4.1
1916,1.5
1917,-1.5
1918,1.2
1919,-6.2
1920,-14.3
1921,-6.1
1922,-9.0
1923,-2.6
1924,-14.3
1925,-0.3
1926,-12.0
1927,-6.5
1928,-10.8
1929,-7.8
1930,1.3
1931,-10.2
1932,1.3
1933,-19.8
1934,1.3
1935,1.7
1936,1.6
1937,-17.0
1938,-4.4
1939,-1.5
1940,-13.0
1941,-13.6
1942,-12.8
1943,-13.2
1944,2.6
1945,-8.3
1946,-5.6
1947,-6.0
1948,1.4
1949,-13.0
1950,-1.4
1951,-10.3
1952,-2.5
1953,-8.6
1954,-7.7
1955,-6.7
1956,-3.1
1957,2.5
1958,-3.8
1959,3.5
1960,-5.8
1961,-6.9
1962,2.1
1963,-4.3
1964,0.7
1965,-2.4
1966,-8.7
1967,-15.2
1968,-11.7
1969,-10.1
1970,-3.5
1971,2.1
1972,-1.7
1973,-7.2
1974,-0.1
1975,2.2
1976,-1.4
1977,-12.7
1978,-11.1
1979,-8.5
1980,-10.6
1981,-2.0
1982,-3.7
1983,-4.9
1984,-7.0
1985,-13.2
1986,2.1
1987,-6.9
1988,-4.2
1989,1.6
1990,-6.7
1991,3.0
1992,0.9
1993,2.8
1994,1.3
1995,-3.2
1996,-4.4
1997,1.7
1998,1.6
1999,1.1
2000,-10.6
2001,-9.0
2002,3.9
2003,1.9
2004,-8.7
2005,1.0
2006,-13.8
2007,-6.1
2008,0.2
2009,1.4
2010,-17.5
2011,-5.5
2012,-2.8
2013,-4.0
2014,
2015,-2.2
2016,-10.9
2017,
2018,
2019,
