,TMAX
1881,-2.0
1882,
1883,
1884,-3.2
1885,-1.1
1886,0.4
1887,0.6
1888,0.5
1889,2.4
1890,2.0
1891,-14.6
1892,-1.3
1893,-9.1
1894,-1.8
1895,-5.6
1896,-0.2
1897,-11.9
1898,1.4
1899,-9.8
1900,-9.8
1901,0.4
1902,0.4
1903,
1904,-4.0
1905,-9.5
1906,-5.4
1907,
1908,-2.7
1909,-2.5
1910,-12.1
1911,-6.0
1912,-16.6
1913,-0.2
1914,-13.5
1915,-12.5
1916,-0.5
1917,-7.4
1918,-13.5
1919,1.7
1920,-1.6
1921,0.3
1922,-2.7
1923,-0.4
1924,-8.9
1925,2.1
1926,-4.8
1927,-2.1
1928,-0.7
1929,-0.5
1930,2.2
1931,0.5
1932,-8.2
1933,-2.5
1934,-2.9
1935,-19.6
1936,1.5
1937,5.2
1938,-8.1
1939,0.6
1940,-16.4
1941,-0.1
1942,0.4
1943,-4.1
1944,-3.2
1945,-1.4
1946,2.8
1947,-8.2
1948,-10.4
1949,0.7
1950,-24.7
1951,0.4
1952,-1.5
1953,-8.9
1954,-0.3
1955,-5.4
1956,0.9
1957,1.7
1958,-19.4
1959,2.4
1960,-0.1
1961,4.4
1962,1.7
1963,-3.8
1964,-0.6
1965,-3.7
1966,-13.5
1967,-3.3
1968,-15.2
1969,-12.0
1970,2.3
1971,-10.9
1972,-9.9
1973,4.0
1974,0.6
1975,-0.2
1976,-13.0
1977,0.6
1978,-8.0
1979,-13.2
1980,-2.9
1981,-13.4
1982,-12.4
1983,2.5
1984,0.7
1985,-16.5
1986,-2.2
1987,-22.8
1988,1.4
1989,2.3
1990,0.3
1991,2.3
1992,-0.6
1993,0.2
1994,-1.8
1995,-1.2
1996,-6.2
1997,-8.2
1998,2.6
1999,1.5
2000,1.1
2001,0.7
2002,0.8
2003,-19.9
2004,-5.0
2005,-1.0
2006,0.2
2007,4.9
2008,-10.8
2009,-0.2
2010,-6.0
2011,-3.1
2012,2.4
2013,-2.7
2014,
2015,
2016,-18.3
2017,-17.6
2018,3.3
2019,
