,TMAX
1881,-3.8
1882,
1883,6.8
1884,5.5
1885,4.2
1886,6.7
1887,5.3
1888,6.0
1889,4.7
1890,2.9
1891,0.0
1892,8.4
1893,7.3
1894,-1.8
1895,4.0
1896,5.5
1897,7.4
1898,8.4
1899,9.3
1900,5.0
1901,5.7
1902,6.7
1903,
1904,4.7
1905,2.9
1906,4.5
1907,3.7
1908,6.3
1909,10.5
1910,2.3
1911,0.8
1912,0.9
1913,8.2
1914,1.4
1915,3.9
1916,3.1
1917,9.9
1918,8.5
1919,1.5
1920,-6.1
1921,-2.6
1922,2.7
1923,-0.9
1924,9.7
1925,7.4
1926,-1.6
1927,-2.1
1928,9.5
1929,7.6
1930,7.8
1931,1.6
1932,1.4
1933,10.7
1934,7.3
1935,8.0
1936,5.8
1937,10.7
1938,5.4
1939,3.0
1940,4.2
1941,-0.7
1942,9.3
1943,8.0
1944,-1.4
1945,2.3
1946,2.5
1947,2.7
1948,1.5
1949,3.3
1950,0.9
1951,7.9
1952,0.2
1953,1.7
1954,7.1
1955,3.9
1956,-1.1
1957,10.9
1958,7.8
1959,11.9
1960,1.2
1961,8.7
1962,7.7
1963,-0.1
1964,8.7
1965,9.9
1966,2.5
1967,11.1
1968,8.1
1969,2.3
1970,1.5
1971,5.2
1972,2.7
1973,1.5
1974,5.7
1975,6.1
1976,-0.7
1977,6.6
1978,1.8
1979,-4.9
1980,-0.1
1981,6.5
1982,8.7
1983,4.4
1984,4.8
1985,7.2
1986,6.2
1987,7.6
1988,-1.1
1989,4.6
1990,6.5
1991,1.5
1992,-3.1
1993,2.4
1994,7.4
1995,6.9
1996,5.3
1997,5.0
1998,8.7
1999,8.5
2000,1.3
2001,6.7
2002,2.9
2003,6.7
2004,3.3
2005,3.8
2006,2.3
2007,10.7
2008,10.3
2009,1.5
2010,8.1
2011,8.5
2012,0.8
2013,10.3
2014,
2015,5.7
2016,
2017,5.2
2018,
