,TMAX
1881,-6.4
1882,
1883,1.8
1884,-6.7
1885,-4.0
1886,-4.9
1887,-5.7
1888,-13.3
1889,0.1
1890,-13.1
1891,0.0
1892,-20.4
1893,1.8
1894,-1.8
1895,-3.7
1896,-7.2
1897,0.4
1898,-1.7
1899,-7.2
1900,3.3
1901,-4.0
1902,-2.2
1903,
1904,-4.5
1905,-0.2
1906,-0.6
1907,-17.0
1908,2.4
1909,-9.0
1910,1.2
1911,0.7
1912,3.0
1913,-8.0
1914,-1.3
1915,-20.6
1916,-6.3
1917,-3.4
1918,-5.0
1919,-1.5
1920,1.3
1921,-0.9
1922,-5.4
1923,-7.1
1924,1.7
1925,-8.6
1926,-4.6
1927,-3.8
1928,-1.5
1929,0.3
1930,-0.3
1931,-0.5
1932,1.4
1933,-0.2
1934,-0.9
1935,0.2
1936,5.5
1937,-8.1
1938,-9.3
1939,-3.3
1940,-0.7
1941,0.9
1942,0.7
1943,2.0
1944,-3.3
1945,0.2
1946,-2.4
1947,-7.7
1948,-4.4
1949,2.0
1950,-9.8
1951,3.1
1952,0.7
1953,-8.6
1954,1.9
1955,-7.9
1956,-2.0
1957,3.4
1958,-1.6
1959,-5.3
1960,2.8
1961,-6.2
1962,-3.9
1963,-5.5
1964,-3.3
1965,-2.9
1966,-12.3
1967,-17.7
1968,0.4
1969,-9.9
1970,-1.6
1971,-6.1
1972,3.0
1973,1.6
1974,5.3
1975,3.5
1976,-4.1
1977,-11.3
1978,-4.5
1979,3.5
1980,2.2
1981,-5.0
1982,2.8
1983,3.1
1984,-4.9
1985,4.3
1986,-3.4
1987,-12.2
1988,2.5
1989,1.4
1990,-1.4
1991,1.0
1992,-1.1
1993,0.8
1994,0.8
1995,-17.3
1996,-11.4
1997,-1.3
1998,-4.6
1999,1.6
2000,0.7
2001,-14.0
2002,-11.1
2003,-4.7
2004,-2.1
2005,-6.6
2006,4.6
2007,1.8
2008,-0.9
2009,-3.3
2010,-6.9
2011,0.3
2012,-16.2
2013,5.2
2014,-1.8
2015,
2016,3.1
2017,
2018,-3.8
