,TMAX
1881,-9.3
1882,
1883,
1884,-7.8
1885,-2.6
1886,-5.2
1887,0.7
1888,-12.9
1889,-9.2
1890,-3.2
1891,3.0
1892,-11.6
1893,-1.6
1894,2.3
1895,1.3
1896,1.3
1897,-4.6
1898,-4.8
1899,-9.6
1900,-8.3
1901,-2.3
1902,0.5
1903,
1904,-4.2
1905,1.7
1906,-4.7
1907,0.9
1908,3.1
1909,-3.1
1910,1.4
1911,1.5
1912,2.4
1913,-9.0
1914,0.9
1915,-5.8
1916,-3.0
1917,-13.7
1918,-2.7
1919,-2.1
1920,2.8
1921,2.8
1922,-0.6
1923,-5.4
1924,0.8
1925,-3.6
1926,1.7
1927,2.1
1928,-3.3
1929,0.9
1930,4.7
1931,-10.2
1932,-2.0
1933,-6.5
1934,-3.6
1935,-8.4
1936,3.2
1937,1.2
1938,1.5
1939,-1.8
1940,-6.2
1941,3.2
1942,-2.2
1943,-4.3
1944,2.2
1945,-2.6
1946,2.9
1947,-7.6
1948,3.1
1949,-7.5
1950,-0.7
1951,-4.0
1952,-5.1
1953,2.7
1954,1.6
1955,-1.6
1956,2.2
1957,-5.8
1958,-9.1
1959,6.7
1960,-7.8
1961,2.0
1962,-8.6
1963,-5.5
1964,-1.9
1965,-8.1
1966,1.7
1967,2.7
1968,0.1
1969,-3.5
1970,-0.3
1971,-13.1
1972,-1.8
1973,-5.7
1974,1.6
1975,0.1
1976,-1.3
1977,-11.0
1978,3.4
1979,4.1
1980,-1.0
1981,0.0
1982,2.2
1983,-6.9
1984,1.2
1985,-3.8
1986,-2.1
1987,-9.0
1988,-0.1
1989,4.2
1990,1.0
1991,1.3
1992,5.1
1993,-1.3
1994,-1.1
1995,3.3
1996,-4.0
1997,5.8
1998,-3.1
1999,-1.6
2000,3.1
2001,-2.4
2002,1.2
2003,-4.6
2004,-2.4
2005,-3.7
2006,-7.9
2007,3.3
2008,-1.6
2009,0.0
2010,1.0
2011,-1.1
2012,2.3
2013,-4.7
2014,
2015,
2016,-1.0
2017,
2018,-4.6
2019,
