,TMAX
1881,-4.3
1882,
1883,1.1
1884,0.6
1885,1.4
1886,-1.1
1887,-13.1
1888,-16.3
1889,2.0
1890,-12.9
1891,0.0
1892,-11.6
1893,1.6
1894,-3.0
1895,-4.7
1896,-5.6
1897,0.4
1898,-13.0
1899,-5.7
1900,4.7
1901,-3.4
1902,-17.2
1903,
1904,-8.3
1905,1.9
1906,1.8
1907,-20.7
1908,2.2
1909,-3.0
1910,-0.2
1911,0.9
1912,3.6
1913,-3.6
1914,-1.2
1915,-19.1
1916,-4.9
1917,-3.5
1918,-8.1
1919,-18.0
1920,-1.9
1921,-0.4
1922,-8.8
1923,-8.3
1924,2.1
1925,-10.3
1926,-11.1
1927,-3.7
1928,0.5
1929,1.0
1930,1.6
1931,-0.4
1932,0.6
1933,-7.0
1934,-3.1
1935,-1.6
1936,5.6
1937,-8.0
1938,-8.9
1939,-1.1
1940,-3.6
1941,1.6
1942,1.8
1943,3.5
1944,-5.7
1945,0.7
1946,1.6
1947,-1.8
1948,-2.8
1949,3.0
1950,-6.2
1951,2.2
1952,0.5
1953,-8.1
1954,1.6
1955,-7.4
1956,-3.6
1957,4.8
1958,-4.4
1959,-5.3
1960,1.1
1961,-7.2
1962,-8.0
1963,-5.3
1964,-4.3
1965,1.0
1966,-10.3
1967,-11.9
1968,-1.8
1969,-9.6
1970,-0.6
1971,-2.2
1972,2.8
1973,-4.3
1974,5.5
1975,2.8
1976,-4.2
1977,-6.1
1978,-5.4
1979,-1.3
1980,2.2
1981,-5.2
1982,4.6
1983,2.5
1984,-2.1
1985,4.5
1986,-3.2
1987,-7.1
1988,-1.6
1989,5.2
1990,-0.7
1991,3.1
1992,-4.2
1993,1.9
1994,-4.3
1995,-16.9
1996,-9.7
1997,-4.3
1998,-10.4
1999,-0.5
2000,-0.3
2001,-12.0
2002,-7.1
2003,2.3
2004,-3.6
2005,-4.3
2006,3.6
2007,2.8
2008,-0.4
2009,-8.9
2010,-7.4
2011,0.1
2012,-15.3
2013,5.8
2014,-1.2
2015,
2016,3.1
2017,1.2
2018,
