,TMAX
1881,12.9
1882,
1883,
1884,9.9
1885,9.7
1886,1.4
1887,18.5
1888,2.1
1889,5.8
1890,22.5
1891,6.7
1892,10.7
1893,3.5
1894,19.0
1895,19.6
1896,13.9
1897,11.9
1898,9.3
1899,14.0
1900,6.8
1901,12.2
1902,0.3
1903,
1904,10.5
1905,13.0
1906,20.7
1907,10.7
1908,12.2
1909,9.9
1910,16.2
1911,7.0
1912,3.6
1913,17.3
1914,9.8
1915,4.9
1916,11.6
1917,2.6
1918,19.6
1919,8.8
1920,15.5
1921,15.7
1922,13.5
1923,8.4
1924,0.7
1925,9.1
1926,6.6
1927,5.2
1928,16.7
1929,5.3
1930,3.8
1931,20.6
1932,6.3
1933,13.5
1934,15.3
1935,5.5
1936,8.9
1937,10.4
1938,10.4
1939,7.4
1940,4.1
1941,7.1
1942,3.5
1943,12.4
1944,6.6
1945,11.1
1946,23.4
1947,13.4
1948,7.2
1949,15.3
1950,20.4
1951,23.1
1952,15.8
1953,15.7
1954,5.3
1955,5.1
1956,8.8
1957,17.7
1958,7.2
1959,18.0
1960,9.3
1961,16.1
1962,10.7
1963,6.1
1964,9.7
1965,14.9
1966,4.4
1967,13.6
1968,10.7
1969,15.4
1970,20.9
1971,2.7
1972,12.8
1973,6.1
1974,9.0
1975,9.0
1976,6.0
1977,14.3
1978,3.8
1979,16.8
1980,16.3
1981,9.4
1982,9.4
1983,14.6
1984,5.4
1985,3.0
1986,24.8
1987,9.7
1988,4.0
1989,22.5
1990,17.4
1991,6.4
1992,12.8
1993,12.0
1994,21.6
1995,6.4
1996,3.2
1997,8.3
1998,20.3
1999,17.7
2000,13.3
2001,24.9
2002,21.2
2003,7.3
2004,8.3
2005,12.4
2006,17.4
2007,13.7
2008,16.4
2009,21.1
2010,16.9
2011,16.6
2012,15.7
2013,4.9
2014,
2016,12.8
2017,
2018,10.7
