,TMAX
1881,-1.5
1882,
1883,-2.1
1884,-1.2
1885,-4.4
1886,-2.6
1887,-11.8
1888,-20.6
1889,-4.1
1890,-11.0
1891,-0.1
1892,-14.9
1893,0.9
1894,2.6
1895,-0.7
1896,1.2
1897,0.0
1898,1.6
1899,-11.5
1900,-6.2
1901,-19.7
1902,0.5
1903,
1904,-14.5
1905,0.7
1906,-8.0
1907,-23.1
1908,-11.8
1909,-9.0
1910,0.1
1911,-1.5
1912,1.9
1913,-11.5
1914,-2.2
1915,-14.0
1916,0.7
1917,-2.3
1918,1.5
1919,-12.5
1920,-2.6
1921,-3.0
1922,2.2
1923,-7.0
1924,-1.1
1925,-1.1
1926,0.2
1927,-6.4
1928,2.0
1929,-3.3
1930,-13.3
1931,1.5
1932,3.3
1933,-12.2
1934,-7.0
1935,1.1
1936,-3.8
1937,-5.9
1938,-8.4
1939,-15.3
1940,-5.6
1941,-14.1
1942,-0.6
1943,0.8
1944,1.3
1945,-13.2
1946,-2.3
1947,2.1
1948,-1.2
1949,-1.1
1950,-0.4
1951,3.5
1952,0.9
1953,-1.5
1954,0.5
1955,-7.9
1956,-0.3
1957,1.6
1958,-19.0
1959,1.8
1960,3.6
1961,-5.9
1962,0.7
1963,1.7
1964,0.5
1965,-2.5
1966,-1.6
1967,-11.6
1968,0.0
1969,-4.8
1970,-5.1
1971,-1.7
1972,-1.3
1973,1.6
1974,3.7
1975,-3.9
1976,-8.3
1977,-9.1
1978,-14.4
1979,-3.0
1980,1.9
1981,0.0
1982,2.0
1983,-2.0
1984,-7.9
1985,2.2
1986,-8.4
1987,2.8
1988,-9.4
1989,1.2
1990,-5.4
1991,-1.8
1992,3.0
1993,-5.9
1994,2.8
1995,-9.2
1996,-14.6
1997,-3.4
1998,3.1
1999,-2.5
2000,-8.6
2001,-3.9
2002,-7.2
2003,3.9
2004,2.8
2005,-7.3
2006,2.1
2007,1.2
2008,1.6
2009,-4.1
2010,-9.1
2011,6.6
2012,-3.8
2013,3.9
2014,-1.0
2015,
2016,6.0
2017,
2018,
