,TMAX
1881,16.8
1882,
1883,
1884,18.4
1885,25.9
1886,18.7
1887,16.9
1888,13.0
1889,13.9
1890,24.2
1891,7.6
1892,17.6
1893,18.3
1894,15.6
1895,13.3
1896,27.5
1897,16.6
1898,21.0
1899,12.0
1900,10.5
1901,23.2
1902,10.9
1903,13.0
1904,13.6
1905,17.2
1906,14.3
1907,13.7
1908,7.0
1909,19.4
1910,19.6
1911,26.8
1912,16.4
1913,19.8
1914,15.6
1915,16.4
1916,26.5
1917,20.6
1918,12.2
1919,20.0
1920,15.5
1921,14.0
1922,17.9
1923,10.9
1924,17.1
1925,9.9
1926,24.7
1927,16.0
1928,10.9
1929,14.4
1930,20.7
1931,8.9
1932,16.6
1933,16.7
1934,21.1
1935,14.6
1936,23.4
1937,14.9
1938,18.5
1939,15.4
1940,17.5
1941,9.0
1942,14.0
1943,24.7
1944,19.5
1945,15.0
1946,17.0
1947,19.8
1948,27.1
1949,18.9
1950,15.5
1951,20.2
1952,12.9
1953,18.4
1954,12.8
1955,20.6
1956,23.0
1957,13.2
1958,6.9
1959,24.2
1960,22.8
1961,28.2
1962,12.6
1963,21.9
1964,19.0
1965,18.8
1966,25.6
1967,13.7
1968,25.8
1969,16.5
1970,26.9
1971,13.8
1972,25.2
1973,21.5
1974,18.1
1975,17.1
1976,13.0
1977,15.9
1978,24.0
1979,17.5
1980,26.3
1981,17.2
1982,20.0
1983,13.6
1984,20.4
1985,11.8
1986,19.5
1987,21.7
1988,27.2
1989,24.2
1990,14.5
1991,14.8
1992,24.5
1993,17.2
1994,20.0
1995,21.6
1996,19.2
1997,21.6
1998,16.6
1999,25.3
2000,14.5
2001,21.3
2002,21.2
2003,16.3
2004,19.5
2005,18.7
2006,16.0
2007,24.4
2008,22.3
2009,10.7
2010,16.1
2011,23.7
2012,17.8
2013,23.9
2014,
2015,19.0
2016,
2017,
2018,13.1
