,TMAX
1881,1.1
1882,
1883,5.2
1884,4.2
1885,0.7
1886,1.5
1887,8.8
1888,-3.6
1889,2.8
1890,6.3
1891,3.7
1892,1.5
1893,1.5
1894,3.6
1895,4.2
1896,0.0
1897,5.4
1898,8.6
1899,10.5
1900,-0.6
1901,1.4
1902,4.2
1903,
1904,-1.1
1905,3.5
1906,1.1
1907,-1.1
1908,5.1
1909,5.5
1910,-2.0
1911,4.5
1912,-0.1
1913,8.8
1914,-1.6
1915,1.9
1916,6.0
1917,6.0
1918,4.9
1919,-3.6
1920,-0.3
1921,-0.6
1922,2.4
1923,7.3
1924,5.1
1925,-2.0
1926,-0.3
1927,0.8
1928,8.3
1929,7.3
1930,11.0
1931,7.5
1932,-1.8
1933,4.8
1934,3.9
1935,3.7
1936,6.7
1937,6.8
1938,8.0
1939,-2.1
1940,5.2
1941,-1.6
1942,8.0
1943,4.0
1944,7.9
1945,1.3
1946,-1.4
1947,7.7
1948,7.8
1949,8.7
1950,1.2
1951,4.3
1952,-1.7
1953,4.3
1954,3.2
1955,3.0
1956,0.8
1957,5.6
1958,7.5
1959,6.2
1960,5.2
1961,9.5
1962,9.7
1963,2.4
1964,7.8
1965,7.1
1966,4.8
1967,12.3
1968,9.2
1969,-3.2
1970,-2.0
1971,7.7
1972,-3.5
1973,4.6
1974,3.7
1975,0.0
1976,-5.9
1977,2.6
1978,7.5
1979,-1.6
1980,0.9
1981,0.4
1982,3.6
1983,6.1
1984,8.9
1985,4.2
1986,2.8
1987,4.7
1988,1.0
1989,5.9
1990,7.4
1991,4.5
1992,7.6
1993,2.3
1994,0.7
1995,-1.6
1996,11.3
1997,-1.0
1998,2.3
1999,8.2
2000,8.9
2001,8.5
2002,-1.8
2003,8.6
2004,6.9
2005,7.3
2006,-2.3
2007,1.5
2008,7.5
2009,1.3
2010,8.7
2011,9.0
2012,6.0
2013,7.6
2014,
2015,
2016,
2017,
2018,
