,TMAX
1881,24.8
1882,
1883,
1884,24.7
1885,20.5
1886,19.2
1887,21.4
1888,16.8
1889,23.1
1890,18.4
1891,21.8
1892,17.7
1893,18.8
1894,16.0
1895,24.3
1896,19.3
1897,22.4
1898,26.3
1899,28.8
1900,21.7
1901,16.0
1902,15.4
1903,22.1
1904,20.8
1905,23.7
1906,20.5
1907,26.6
1908,9.5
1909,20.6
1910,21.6
1911,21.7
1912,14.4
1913,25.6
1914,26.7
1915,19.4
1916,20.8
1917,18.2
1918,29.8
1919,23.4
1920,30.6
1921,21.0
1922,23.9
1923,23.6
1924,18.9
1925,23.2
1926,24.0
1927,26.7
1928,17.3
1929,26.8
1930,21.1
1931,22.5
1932,22.1
1933,19.3
1934,19.5
1935,24.7
1936,25.2
1937,18.5
1938,29.0
1939,24.4
1940,25.3
1941,24.3
1942,21.6
1943,17.7
1944,26.3
1945,20.7
1946,20.7
1947,25.2
1948,21.3
1949,24.9
1950,15.2
1951,17.7
1952,25.0
1953,23.7
1954,27.3
1955,20.1
1956,27.1
1957,18.1
1958,22.9
1959,22.3
1960,19.4
1961,23.4
1962,21.0
1963,22.4
1964,19.7
1965,16.2
1966,22.7
1967,20.6
1968,25.2
1969,17.1
1970,24.1
1971,20.8
1972,29.4
1973,28.7
1974,18.1
1975,24.3
1976,15.4
1977,17.4
1978,22.4
1979,18.2
1980,13.7
1981,22.5
1982,20.2
1983,23.4
1984,16.8
1985,15.3
1986,18.7
1987,19.1
1988,30.5
1989,23.1
1990,22.6
1991,23.5
1992,15.3
1993,23.4
1994,22.2
1995,19.4
1996,17.3
1997,29.5
1998,20.7
1999,25.0
2000,17.9
2001,21.1
2002,24.6
2003,25.8
2004,20.8
2005,22.1
2006,26.4
2007,25.0
2008,21.2
2009,20.0
2010,22.0
2011,28.3
2012,21.4
2013,25.9
2014,
2015,
2016,31.5
2017,
2018,
