,TMAX
1881,17.8
1882,
1883,
1884,11.8
1885,16.6
1886,18.4
1887,19.0
1888,12.6
1889,24.9
1890,10.5
1891,16.8
1892,13.2
1893,24.3
1894,7.8
1895,24.4
1896,22.4
1897,14.0
1898,15.8
1899,12.0
1900,24.1
1901,14.7
1902,13.8
1903,23.8
1904,9.0
1905,13.7
1906,19.5
1907,14.0
1908,16.6
1909,13.9
1910,10.8
1911,15.9
1912,26.9
1913,13.7
1914,18.3
1915,14.7
1916,10.5
1917,13.4
1918,9.9
1919,20.9
1920,22.0
1921,18.7
1922,23.4
1923,12.9
1924,15.4
1925,11.0
1926,20.9
1927,12.3
1928,17.3
1929,23.3
1930,26.3
1931,17.4
1932,17.4
1933,19.5
1934,8.8
1935,16.1
1936,15.4
1937,14.1
1938,21.6
1939,16.3
1940,13.0
1941,18.5
1942,15.6
1943,19.2
1944,14.4
1945,7.9
1946,18.8
1947,22.1
1948,25.5
1949,26.1
1950,12.8
1951,9.9
1952,16.6
1953,12.3
1954,24.3
1955,7.8
1956,19.3
1957,8.9
1958,21.5
1959,11.7
1960,17.7
1961,15.7
1962,14.7
1963,26.6
1964,18.4
1965,13.4
1966,14.5
1967,25.4
1968,10.9
1969,12.9
1970,12.2
1971,7.6
1972,17.7
1973,12.6
1974,11.8
1975,14.7
1976,21.4
1977,9.8
1978,21.0
1979,28.2
1980,15.0
1981,26.2
1982,17.6
1983,21.6
1984,26.2
1985,13.7
1986,24.6
1987,8.2
1988,18.5
1989,23.7
1990,13.4
1991,14.6
1992,21.1
1993,16.5
1994,14.8
1995,20.8
1996,17.7
1997,10.5
1998,8.1
1999,20.7
2000,20.6
2001,8.4
2002,13.2
2003,18.6
2004,15.9
2005,25.9
2006,16.5
2007,17.3
2008,15.3
2009,16.5
2010,16.7
2011,17.7
2012,18.4
2013,16.4
2014,
2015,
2016,23.6
2017,
2018,22.0
