,TMAX
1881,-4.5
1882,
1883,
1884,4.7
1885,3.3
1886,12.3
1887,5.7
1888,9.5
1889,9.6
1890,5.3
1891,0.3
1892,1.0
1893,2.1
1894,5.6
1895,2.3
1896,0.4
1897,8.8
1898,3.7
1899,2.9
1900,4.2
1901,4.5
1902,-0.4
1903,
1904,2.7
1905,2.0
1906,3.0
1907,8.5
1908,5.7
1909,-2.5
1910,10.1
1911,-3.6
1912,4.3
1913,6.1
1914,3.5
1915,-0.1
1916,5.5
1917,3.5
1918,4.9
1919,-0.1
1920,9.8
1921,13.8
1922,2.0
1923,4.1
1924,2.9
1925,6.4
1926,-0.1
1927,3.3
1928,4.4
1929,-3.1
1930,9.9
1931,-1.7
1932,4.3
1933,1.7
1934,4.8
1935,9.9
1936,2.0
1937,8.7
1938,2.5
1939,5.1
1940,1.9
1941,-1.2
1942,-3.4
1943,0.4
1944,2.3
1945,3.5
1946,6.7
1947,5.1
1948,6.6
1949,8.1
1950,9.7
1951,5.2
1952,-1.0
1953,10.8
1954,5.4
1955,-1.0
1956,-1.7
1957,9.0
1958,8.3
1959,5.5
1960,3.2
1961,3.9
1962,10.0
1963,3.1
1964,5.6
1965,2.7
1966,10.3
1967,5.0
1968,7.1
1969,0.5
1970,4.7
1971,11.9
1972,5.7
1973,4.5
1974,10.4
1975,6.8
1976,5.3
1977,4.4
1978,2.5
1979,4.6
1980,4.0
1981,6.8
1982,7.6
1983,15.6
1984,7.6
1985,2.6
1986,4.8
1987,8.7
1988,12.2
1989,3.8
1990,13.5
1991,11.6
1992,14.5
1993,4.0
1994,10.5
1995,4.8
1996,7.9
1997,9.4
1998,1.1
1999,2.9
2000,9.3
2001,7.7
2002,1.5
2003,2.4
2004,5.7
2005,11.9
2006,4.8
2007,2.7
2008,9.6
2009,4.1
2010,12.7
2011,12.4
2012,2.7
2013,5.2
2014,
2015,3.8
2016,
2017,
2018,9.1
2019,14.3
