,TMAX
1881,-6.6
1882,
1883,0.1
1884,-7.8
1885,2.2
1886,2.2
1887,-6.6
1888,2.0
1889,-0.1
1890,0.6
1891,-0.4
1892,-6.2
1893,-0.4
1894,-3.8
1895,-0.7
1896,-8.8
1897,1.5
1898,-4.0
1899,-9.1
1900,1.4
1901,-9.3
1902,-3.8
1903,
1904,0.4
1905,-1.4
1906,1.2
1907,-13.7
1908,2.2
1909,-2.9
1910,1.8
1911,-0.8
1912,-4.9
1913,1.2
1914,-3.1
1915,-5.5
1916,2.9
1917,-0.9
1918,-12.0
1919,-4.1
1920,-2.6
1921,-4.3
1922,3.2
1923,2.4
1924,1.9
1925,-5.1
1926,-2.6
1927,-9.1
1928,-4.1
1929,1.6
1930,-8.8
1931,-1.0
1932,0.6
1933,-1.8
1934,0.2
1935,-4.0
1936,1.7
1937,-6.7
1938,1.1
1939,-4.9
1940,-9.2
1941,-13.6
1942,2.3
1943,2.3
1944,-0.9
1945,-5.0
1946,-13.4
1947,-3.3
1948,-3.9
1949,1.5
1950,2.7
1951,-4.5
1952,-0.5
1953,-2.8
1954,1.8
1955,-15.9
1956,1.6
1957,-6.8
1958,-13.4
1959,-7.3
1960,1.1
1961,-5.2
1962,2.3
1963,1.2
1964,3.7
1965,-0.8
1966,-10.3
1967,-5.1
1968,1.0
1969,-0.2
1970,1.6
1971,-7.3
1972,6.5
1973,-1.5
1974,-0.3
1975,-1.2
1976,-0.2
1977,-0.6
1978,-12.0
1979,-6.0
1980,3.9
1981,-3.9
1982,-2.6
1983,0.2
1984,-2.9
1985,2.1
1986,0.3
1987,2.0
1988,-4.3
1989,-3.7
1990,0.6
1991,3.6
1992,-0.1
1993,-3.3
1994,-0.2
1995,-1.2
1996,1.6
1997,-5.6
1998,-13.7
1999,6.7
2000,6.4
2001,0.7
2002,-3.7
2003,-2.2
2004,-1.1
2005,0.8
2006,6.0
2007,-0.3
2008,1.1
2009,-8.9
2010,-2.9
2011,3.3
2012,-4.5
2013,-0.7
2014,3.2
2015,1.5
2016,
2017,
2018,-2.2
