,TMAX
1881,1.7
1882,
1883,
1884,2.8
1885,1.3
1886,1.4
1887,0.4
1888,-0.8
1889,0.3
1890,8.4
1891,-3.0
1892,2.2
1893,1.7
1894,4.8
1895,-2.9
1896,3.6
1897,-0.1
1898,1.4
1899,-7.8
1900,1.5
1901,0.4
1902,4.5
1903,
1904,6.0
1905,0.8
1906,-0.7
1907,0.0
1908,0.2
1909,1.7
1910,3.5
1911,-0.3
1912,6.1
1913,2.2
1914,-0.1
1915,1.7
1916,2.1
1917,0.3
1918,-7.8
1919,-8.7
1920,3.1
1921,5.3
1922,1.8
1923,3.9
1924,1.5
1925,-1.3
1926,0.3
1927,-2.0
1928,-1.1
1929,-0.6
1930,3.3
1931,0.6
1932,-4.2
1933,5.6
1934,1.6
1935,-0.3
1936,-1.6
1937,1.9
1938,9.6
1939,3.5
1940,-2.2
1941,-3.8
1942,3.6
1943,5.4
1944,-2.3
1945,5.3
1946,2.9
1947,3.7
1948,1.1
1949,4.5
1950,7.7
1951,3.8
1952,-7.4
1953,2.5
1954,7.6
1955,1.0
1956,8.3
1957,2.6
1958,-0.3
1959,3.4
1960,4.5
1961,2.1
1962,-0.7
1963,-7.8
1964,1.4
1965,1.9
1966,3.6
1967,1.4
1968,12.3
1969,-3.1
1970,3.8
1971,0.3
1972,0.8
1973,8.8
1974,3.1
1975,7.2
1976,1.9
1977,4.5
1978,4.2
1979,2.7
1980,1.4
1981,5.4
1982,2.5
1983,6.0
1984,-1.9
1985,7.6
1986,6.6
1987,3.8
1988,3.5
1989,2.5
1990,6.0
1991,-0.7
1992,4.2
1993,4.0
1994,3.0
1995,6.6
1996,8.5
1997,-2.5
1998,5.7
1999,1.8
2000,2.7
2001,-2.3
2002,3.3
2003,7.3
2004,2.7
2005,6.2
2006,-1.1
2007,10.1
2008,-0.3
2009,-1.1
2010,3.4
2011,-2.7
2012,1.3
2013,1.0
2014,8.6
2015,1.4
2016,
2017,2.0
2018,
2019,6.7
