,TMAX
1881,8.6
1882,
1883,9.2
1884,12.4
1885,10.7
1886,7.2
1887,9.9
1888,13.6
1889,10.5
1890,20.3
1891,7.6
1892,10.9
1893,14.6
1894,7.4
1895,14.9
1896,12.9
1897,13.4
1898,9.3
1899,13.5
1900,12.8
1901,18.8
1902,8.4
1903,14.4
1904,10.5
1905,12.7
1906,9.9
1907,8.6
1908,14.0
1909,15.9
1910,11.1
1911,13.6
1912,10.0
1913,8.6
1914,9.6
1915,9.9
1916,12.1
1917,11.0
1918,14.3
1919,19.7
1920,15.0
1921,15.3
1922,11.2
1923,13.9
1924,15.9
1925,15.6
1926,18.0
1927,11.3
1928,12.4
1929,15.3
1930,7.6
1931,7.2
1932,11.7
1933,20.5
1934,14.2
1935,11.5
1936,16.2
1937,14.9
1938,19.2
1939,9.3
1940,14.2
1941,8.4
1942,13.5
1943,11.2
1944,18.1
1945,8.2
1946,9.8
1947,18.7
1948,9.1
1949,13.4
1950,12.7
1951,9.9
1952,9.4
1953,7.9
1954,12.6
1955,12.2
1956,8.7
1957,13.0
1958,12.8
1959,10.7
1960,15.8
1961,14.8
1962,12.5
1963,19.5
1964,12.5
1965,16.0
1966,9.6
1967,16.9
1968,10.9
1969,9.9
1970,8.1
1971,15.1
1972,13.4
1973,7.8
1974,15.2
1975,14.8
1976,13.3
1977,7.7
1978,8.6
1979,12.8
1980,13.3
1981,11.3
1982,15.2
1983,15.3
1984,15.5
1985,11.2
1986,9.4
1987,9.3
1988,12.2
1989,20.6
1990,8.4
1991,13.0
1992,17.0
1993,12.1
1994,15.8
1995,15.7
1996,12.9
1997,7.9
1998,13.8
1999,17.9
2000,15.7
2001,18.8
2002,9.2
2003,19.5
2004,13.7
2005,16.6
2006,17.6
2007,14.8
2008,16.7
2009,15.5
2010,14.6
2011,15.2
2012,12.7
2013,12.0
2014,
2015,17.1
2016,
2017,18.7
2018,13.7
