,TMAX
1881,20.4
1882,
1883,
1884,17.7
1885,20.6
1886,24.5
1887,23.7
1888,20.1
1889,28.0
1890,22.2
1891,24.2
1892,17.9
1893,20.4
1894,20.1
1895,20.2
1896,23.4
1897,19.6
1898,20.4
1899,19.8
1900,16.2
1901,31.2
1902,18.7
1903,26.8
1904,17.6
1905,20.9
1906,24.3
1907,22.6
1908,25.4
1909,18.8
1910,22.1
1911,21.9
1912,26.6
1913,17.7
1914,23.1
1915,24.4
1916,21.5
1917,18.3
1918,24.1
1919,19.8
1920,20.0
1921,19.0
1922,20.4
1923,19.2
1924,24.5
1925,28.3
1926,19.5
1927,24.4
1928,21.2
1929,20.3
1930,23.0
1931,23.9
1932,29.7
1933,22.5
1934,16.9
1935,18.0
1936,27.2
1937,20.5
1938,32.3
1939,20.1
1940,17.8
1941,26.7
1942,20.2
1943,26.3
1944,18.6
1945,21.7
1946,26.0
1947,18.8
1948,22.4
1949,16.6
1950,20.2
1951,25.8
1952,22.3
1953,21.5
1954,24.4
1955,26.5
1956,19.8
1957,21.9
1958,26.3
1959,28.5
1960,26.7
1961,18.8
1962,17.6
1963,22.0
1964,23.1
1965,18.0
1966,21.5
1967,25.5
1968,21.1
1969,25.4
1970,23.6
1971,21.9
1972,23.8
1973,18.5
1974,17.3
1975,23.6
1976,19.2
1977,21.4
1978,24.3
1979,20.5
1980,27.9
1981,22.0
1982,21.4
1983,24.1
1984,19.3
1985,20.3
1986,26.7
1987,20.4
1988,20.7
1989,24.1
1990,16.4
1991,24.5
1992,18.8
1993,22.6
1994,29.0
1995,24.1
1996,19.3
1997,21.4
1998,23.4
1999,20.8
2000,17.7
2001,24.6
2002,26.0
2003,31.6
2004,21.8
2005,21.1
2006,22.3
2007,20.0
2008,16.4
2009,24.0
2010,33.3
2011,26.3
2012,32.5
2013,25.8
2014,
2015,
2016,24.6
2017,23.6
2018,27.8
