,TMAX
1881,1.5
1882,
1883,
1884,2.4
1885,7.4
1886,9.7
1887,7.5
1888,-0.9
1889,14.0
1890,12.7
1891,6.2
1892,5.9
1893,2.5
1894,12.0
1895,11.9
1896,7.9
1897,8.9
1898,7.4
1899,4.2
1900,3.2
1901,5.4
1902,1.3
1903,
1904,14.5
1905,7.4
1906,13.5
1907,9.5
1908,4.6
1909,6.2
1910,9.2
1911,7.5
1912,12.6
1913,18.2
1914,12.5
1915,10.0
1916,7.6
1917,12.5
1918,11.4
1919,9.0
1920,12.3
1921,22.1
1922,9.3
1923,2.2
1924,0.7
1925,5.9
1926,11.0
1927,6.8
1928,7.0
1929,5.1
1930,15.1
1931,14.0
1932,13.4
1933,8.5
1934,14.9
1935,8.6
1936,11.6
1937,18.9
1938,11.0
1939,7.6
1940,5.7
1941,3.7
1942,10.6
1943,19.8
1944,9.2
1945,9.5
1946,8.6
1947,20.8
1948,7.5
1949,6.7
1950,17.9
1951,7.7
1952,21.5
1953,13.9
1954,5.5
1955,4.5
1956,7.8
1957,9.0
1958,6.6
1959,4.2
1960,13.3
1961,14.2
1962,19.9
1963,6.7
1964,5.2
1965,16.9
1966,5.9
1967,7.1
1968,12.4
1969,9.4
1970,5.5
1971,1.5
1972,4.9
1973,7.9
1974,0.7
1975,10.0
1976,6.3
1977,11.2
1978,5.2
1979,9.7
1980,8.1
1981,-0.7
1982,11.0
1983,16.3
1984,13.5
1985,8.1
1986,17.3
1987,4.1
1988,2.4
1989,15.2
1990,17.0
1991,4.9
1992,-0.7
1993,13.8
1994,12.8
1995,19.7
1996,9.4
1997,8.4
1998,13.2
1999,14.6
2000,18.7
2001,21.0
2002,16.5
2003,9.8
2004,8.0
2005,2.6
2006,9.4
2007,12.6
2008,10.2
2009,8.5
2010,4.2
2011,13.4
2012,12.5
2013,15.5
2014,
2016,8.2
2017,
2018,
2019,18.3
