,TMAX
1881,2.2
1882,
1883,
1884,1.7
1885,9.3
1886,4.4
1887,5.4
1888,6.0
1889,-0.8
1890,1.5
1891,9.2
1892,-0.3
1893,3.5
1894,9.9
1895,1.4
1896,-0.6
1897,2.6
1898,4.4
1899,2.7
1900,1.9
1901,4.7
1902,1.8
1903,
1904,3.0
1905,2.8
1906,1.8
1907,7.8
1908,2.9
1909,7.0
1910,4.0
1911,5.6
1912,0.7
1913,14.3
1914,1.8
1915,0.8
1916,1.9
1917,3.0
1918,5.4
1919,0.4
1920,10.7
1921,5.2
1922,1.9
1923,1.4
1924,-0.1
1925,5.7
1926,1.2
1927,5.9
1928,2.5
1929,-4.2
1930,4.0
1931,-3.1
1932,3.2
1933,3.4
1934,3.9
1935,5.2
1936,5.0
1937,6.7
1938,-0.3
1939,-5.6
1940,9.5
1941,-0.3
1942,-0.6
1943,3.0
1944,-0.8
1945,5.9
1946,-0.1
1947,5.4
1948,10.1
1949,1.0
1950,7.6
1951,1.9
1952,1.0
1953,4.6
1954,2.7
1955,-2.4
1956,-0.6
1957,8.4
1958,6.3
1959,3.6
1960,-2.3
1961,2.3
1962,2.9
1963,0.5
1964,1.5
1965,-0.9
1966,7.2
1967,5.0
1968,4.0
1969,1.9
1970,8.2
1971,6.1
1972,2.7
1973,7.2
1974,11.4
1975,4.6
1976,4.9
1977,3.7
1978,5.2
1979,7.6
1980,2.1
1981,6.9
1982,6.2
1983,13.5
1984,6.0
1985,5.5
1986,4.4
1987,10.4
1988,12.4
1989,1.2
1990,6.2
1991,5.4
1992,6.9
1993,7.1
1994,7.2
1995,2.9
1996,3.0
1997,7.2
1998,-5.5
1999,6.7
2000,4.1
2001,7.0
2002,3.3
2003,-0.3
2004,-0.1
2005,8.2
2006,1.7
2007,10.2
2008,13.1
2009,4.6
2010,13.2
2011,7.3
2012,5.0
2013,2.0
2014,
2015,
2016,
2017,
2018,5.1
2019,
