,TMAX
1881,18.8
1882,
1883,
1884,18.4
1885,26.9
1886,17.9
1887,13.8
1888,17.6
1889,15.6
1890,20.8
1891,26.2
1892,14.5
1893,20.2
1894,19.6
1895,15.9
1896,21.5
1897,13.1
1898,26.8
1899,19.0
1900,25.5
1901,21.9
1902,17.2
1903,18.6
1904,17.8
1905,26.4
1906,20.7
1907,17.5
1908,16.3
1909,25.5
1910,19.0
1911,29.2
1912,27.8
1913,23.7
1914,21.6
1915,16.6
1916,21.4
1917,24.4
1918,20.5
1919,21.9
1920,20.0
1921,24.8
1922,19.4
1923,17.0
1924,16.5
1925,23.9
1926,30.9
1927,19.2
1928,21.4
1929,16.5
1930,18.8
1931,22.0
1932,18.3
1933,19.9
1934,22.6
1935,27.8
1936,22.4
1937,22.7
1938,16.8
1939,20.0
1940,32.2
1941,17.5
1942,24.1
1943,19.1
1944,16.6
1945,19.3
1946,26.4
1947,24.4
1948,22.5
1949,17.8
1950,23.9
1951,26.2
1952,19.4
1953,17.1
1954,21.0
1955,22.2
1956,20.7
1957,17.7
1958,24.4
1959,23.2
1960,21.6
1961,20.6
1962,16.8
1963,21.0
1964,23.1
1965,22.4
1966,25.6
1967,23.1
1968,20.4
1969,21.5
1970,23.1
1971,22.8
1972,31.5
1973,24.6
1974,22.6
1975,16.9
1976,23.9
1977,17.2
1978,23.9
1979,21.5
1980,15.7
1981,23.9
1982,19.0
1983,21.6
1984,18.9
1985,14.8
1986,27.7
1987,17.9
1988,29.3
1989,27.6
1990,20.8
1991,20.4
1992,22.0
1993,17.0
1994,18.5
1995,22.1
1996,16.9
1997,21.9
1998,19.7
1999,27.7
2000,18.5
2001,18.2
2002,19.8
2003,18.7
2004,24.9
2005,18.3
2006,23.6
2007,21.0
2008,20.4
2009,24.1
2010,17.5
2011,21.6
2012,19.4
2013,30.1
2014,
2015,18.0
2016,
2017,16.0
2018,
