,TMAX
1881,16.3
1882,
1883,
1884,13.3
1885,15.8
1886,22.9
1887,19.0
1888,17.3
1889,17.2
1890,21.6
1891,18.4
1892,29.8
1893,13.6
1894,15.5
1895,17.8
1896,19.5
1897,17.5
1898,16.8
1899,10.9
1900,24.2
1901,19.0
1902,15.0
1903,16.5
1904,19.7
1905,12.2
1906,14.6
1907,14.8
1908,16.7
1909,17.9
1910,17.4
1911,21.2
1912,17.9
1913,25.9
1914,14.7
1915,18.5
1916,17.0
1917,20.7
1918,15.6
1919,15.9
1920,17.0
1921,18.2
1922,21.0
1923,17.8
1924,13.4
1925,18.9
1926,16.3
1927,16.6
1928,13.3
1929,16.6
1930,18.5
1931,19.2
1932,18.3
1933,14.7
1934,20.7
1935,14.9
1936,18.6
1937,23.6
1938,18.8
1939,24.7
1940,18.1
1941,13.8
1942,23.3
1943,19.0
1944,23.0
1945,18.4
1946,14.4
1947,21.6
1948,20.0
1949,18.3
1950,18.5
1951,24.8
1952,17.7
1953,21.5
1954,18.7
1955,22.6
1956,15.4
1957,21.4
1958,19.5
1959,17.2
1960,19.6
1961,16.2
1962,15.2
1963,19.9
1964,17.9
1965,26.7
1966,18.6
1967,19.4
1968,23.6
1969,17.7
1970,14.6
1971,19.1
1972,19.9
1973,12.0
1974,18.7
1975,20.3
1976,17.5
1977,18.2
1978,15.8
1979,21.7
1980,14.3
1981,13.6
1982,20.4
1983,12.1
1984,12.1
1985,20.4
1986,15.8
1987,16.0
1988,18.8
1989,15.1
1990,14.3
1991,23.2
1992,17.7
1993,13.5
1994,18.6
1995,24.8
1996,22.5
1997,28.6
1998,18.1
1999,19.0
2000,19.5
2001,21.7
2002,26.0
2003,13.8
2004,15.5
2005,25.1
2006,21.7
2007,20.9
2008,15.5
2009,21.8
2010,17.8
2011,25.5
2012,20.8
2013,20.4
2014,
2015,26.2
2016,19.8
2017,15.3
2018,18.5
