,TMAX
1881,4.4
1882,
1883,4.6
1884,-9.4
1885,0.3
1886,0.8
1887,-4.2
1888,2.2
1889,4.9
1890,-10.6
1891,-8.7
1892,1.8
1893,2.1
1894,1.4
1895,-2.6
1896,0.8
1897,2.6
1898,0.9
1899,-4.0
1900,-7.9
1901,-6.6
1902,1.7
1903,
1904,-1.0
1905,4.0
1906,2.8
1907,-7.6
1908,-5.8
1909,-3.4
1910,0.3
1911,2.8
1912,2.4
1913,5.0
1914,-4.2
1915,3.5
1916,1.6
1917,2.2
1918,5.0
1919,-1.7
1920,3.9
1921,-3.4
1922,1.6
1923,1.4
1924,5.6
1925,-5.5
1926,7.6
1927,-6.9
1928,1.7
1929,2.2
1930,1.3
1931,-2.8
1932,1.8
1933,1.8
1934,1.3
1935,-3.8
1936,3.1
1937,3.6
1938,7.3
1939,-3.1
1940,5.5
1941,-3.9
1942,-1.3
1943,0.4
1944,-1.6
1945,1.8
1946,1.7
1947,-2.9
1948,1.0
1949,-1.2
1950,0.8
1951,5.5
1952,-0.7
1953,-3.0
1954,-3.3
1955,-5.4
1956,-0.1
1957,4.0
1958,7.3
1959,2.7
1960,-0.8
1961,3.0
1962,5.0
1963,-0.6
1964,-9.6
1965,-4.9
1966,2.8
1967,1.2
1968,2.2
1969,0.9
1970,2.2
1971,-8.1
1972,-0.8
1973,2.4
1974,0.8
1975,-5.3
1976,-0.4
1977,3.4
1978,4.7
1979,6.9
1980,6.6
1981,0.7
1982,6.3
1983,-5.9
1984,-0.4
1985,-0.9
1986,4.5
1987,-9.9
1988,-2.5
1989,-4.1
1990,-1.2
1991,4.9
1992,-6.3
1993,-7.7
1994,4.4
1995,2.6
1996,5.3
1997,-0.2
1998,2.1
1999,0.8
2000,0.3
2001,-3.8
2002,-1.9
2003,-2.3
2004,-5.6
2005,2.6
2006,5.7
2007,2.3
2008,4.9
2009,7.2
2010,-1.4
2011,1.8
2012,5.6
2013,6.4
2014,
2015,
2016,
2017,
2018,2.5
