,TMAX
1881,20.6
1882,
1883,
1884,18.5
1885,17.6
1886,21.2
1887,17.5
1888,19.3
1889,18.5
1890,23.7
1891,20.0
1892,16.2
1893,22.1
1894,19.6
1895,19.1
1896,17.4
1897,19.8
1898,27.9
1899,16.7
1900,27.7
1901,20.4
1902,20.7
1903,18.5
1904,18.8
1905,29.2
1906,14.7
1907,17.8
1908,22.3
1909,20.3
1910,17.3
1911,25.6
1912,31.1
1913,17.0
1914,21.0
1915,17.2
1916,15.1
1917,27.9
1918,18.7
1919,17.8
1920,19.8
1921,16.9
1922,19.0
1923,18.1
1924,22.5
1925,15.7
1926,13.9
1927,27.1
1928,16.1
1929,27.4
1930,20.4
1931,20.6
1932,31.3
1933,18.9
1934,25.2
1935,20.3
1936,18.2
1937,22.7
1938,24.0
1939,25.0
1940,22.3
1941,25.5
1942,16.2
1943,21.4
1944,20.7
1945,25.1
1946,17.5
1947,22.2
1948,20.7
1949,23.6
1950,19.3
1951,27.9
1952,19.7
1953,16.8
1954,21.9
1955,25.8
1956,18.1
1957,15.4
1958,18.1
1959,22.7
1960,25.2
1961,20.9
1962,21.2
1963,23.5
1964,21.5
1965,16.5
1966,18.6
1967,17.2
1968,18.9
1969,17.5
1970,16.1
1971,22.3
1972,31.9
1973,19.7
1974,15.0
1975,25.2
1976,21.2
1977,25.8
1978,18.0
1979,17.6
1980,19.7
1981,22.1
1982,23.4
1983,24.8
1984,27.8
1985,26.2
1986,22.5
1987,14.6
1988,17.7
1989,20.5
1990,20.7
1991,21.8
1992,18.8
1993,19.4
1994,22.1
1995,17.4
1996,22.9
1997,25.8
1998,19.5
1999,20.9
2000,19.6
2001,22.5
2002,21.2
2003,19.5
2004,26.0
2005,27.3
2006,25.5
2007,27.7
2008,21.6
2009,23.5
2010,33.7
2011,21.8
2012,19.5
2013,29.4
2014,
2015,
2016,
2017,20.7
2018,25.4
