,TMAX
1881,18.5
1882,
1883,
1884,17.0
1885,9.6
1886,13.7
1887,22.7
1888,14.5
1889,7.5
1890,20.8
1891,16.5
1892,9.7
1893,4.6
1894,17.3
1895,21.2
1896,12.4
1897,21.9
1898,16.7
1899,14.8
1900,15.3
1901,12.4
1902,12.1
1903,15.8
1904,15.2
1905,16.0
1906,29.3
1907,13.4
1908,10.6
1909,10.7
1910,14.5
1911,12.5
1912,11.4
1913,20.8
1914,21.9
1915,10.9
1916,9.0
1917,8.7
1918,15.9
1919,9.0
1920,22.9
1921,19.7
1922,19.2
1923,9.6
1924,9.7
1925,15.3
1926,24.5
1927,10.0
1928,16.9
1929,14.3
1930,23.3
1931,23.3
1932,17.9
1933,16.9
1934,15.8
1935,23.2
1936,18.5
1937,19.6
1938,14.7
1939,16.9
1940,16.8
1941,11.3
1942,16.9
1943,10.2
1944,14.7
1945,11.4
1946,20.3
1947,9.3
1948,16.6
1949,25.0
1950,17.0
1951,15.1
1952,8.1
1953,17.7
1954,16.4
1955,18.1
1956,13.9
1957,19.6
1958,10.6
1959,13.2
1960,19.7
1961,11.7
1962,13.3
1963,14.6
1964,13.4
1965,15.7
1966,26.0
1967,20.4
1968,14.9
1969,14.9
1970,17.2
1971,23.0
1972,18.6
1973,23.7
1974,10.6
1975,22.7
1976,16.5
1977,13.3
1978,23.6
1979,19.7
1980,5.6
1981,23.9
1982,9.2
1983,19.3
1984,24.2
1985,11.7
1986,15.5
1987,16.9
1988,18.7
1989,16.3
1990,8.9
1991,15.0
1992,12.8
1993,24.2
1994,13.2
1995,24.4
1996,9.4
1997,10.7
1998,22.7
1999,14.7
2000,19.7
2001,17.1
2002,6.6
2003,14.3
2004,15.6
2005,11.5
2006,10.7
2007,24.1
2008,12.4
2009,16.7
2010,24.2
2011,16.9
2012,17.6
2013,26.7
2014,
2015,
2016,
2017,
2018,17.2
