,TMAX
1881,5.9
1882,
1883,1.1
1884,-11.0
1885,-5.3
1886,2.9
1887,2.7
1888,1.9
1889,2.5
1890,-3.0
1891,-1.2
1892,3.0
1893,-4.5
1894,2.1
1895,-0.8
1896,-7.0
1897,1.2
1898,4.7
1899,0.1
1900,-1.0
1901,0.4
1902,-8.6
1903,
1904,-0.8
1905,3.9
1906,0.5
1907,3.8
1908,0.0
1909,-9.1
1910,-6.8
1911,0.4
1912,1.2
1913,1.9
1914,2.4
1915,1.1
1916,4.7
1917,-0.6
1918,-3.2
1919,1.2
1920,-0.4
1921,-8.0
1922,-3.5
1923,-2.9
1924,2.4
1925,-5.1
1926,-1.3
1927,1.5
1928,4.3
1929,2.7
1930,4.0
1931,-3.2
1932,3.5
1933,-2.3
1934,3.0
1935,1.4
1936,-1.3
1937,-1.6
1938,3.6
1939,1.8
1940,-2.4
1941,1.6
1942,-4.6
1943,1.2
1944,0.3
1945,1.1
1946,3.6
1947,-0.5
1948,2.5
1949,-5.2
1950,3.1
1951,2.5
1952,-0.4
1953,4.1
1954,-3.8
1955,-11.9
1956,-0.8
1957,-7.4
1958,3.7
1959,3.3
1960,1.8
1961,-0.5
1962,0.3
1963,-1.9
1964,-7.3
1965,2.1
1966,1.6
1967,-2.0
1968,1.4
1969,0.6
1970,3.0
1971,4.8
1972,3.5
1973,-4.5
1974,1.6
1975,-0.9
1976,4.0
1977,-4.4
1978,0.6
1979,-2.1
1980,-2.5
1981,1.6
1982,6.6
1983,-3.5
1984,-0.9
1985,-5.8
1986,8.7
1987,2.0
1988,-7.3
1989,-2.2
1990,1.4
1991,7.0
1992,-13.1
1993,-4.0
1994,2.3
1995,-2.2
1996,5.0
1997,-3.3
1998,-2.3
1999,6.7
2000,1.9
2001,0.2
2002,-6.3
2003,3.8
2004,-7.1
2005,4.1
2006,7.3
2007,-2.8
2008,5.6
2009,5.7
2010,-10.3
2011,2.9
2012,-3.2
2013,2.5
2014,
2015,1.2
2016,
2017,1.5
2018,
