,TMAX
1881,-1.6
1882,
1883,2.6
1884,-3.9
1885,-14.4
1886,3.7
1887,1.7
1888,-2.0
1889,-3.4
1890,-1.3
1891,2.4
1892,-1.2
1893,-2.6
1894,-1.0
1895,-3.7
1896,-6.1
1897,-9.1
1898,2.4
1899,-7.2
1900,3.2
1901,-2.2
1902,-0.5
1903,
1904,-1.3
1905,1.5
1906,0.1
1907,-6.8
1908,1.5
1909,0.9
1910,1.7
1911,-0.5
1912,-3.0
1913,-1.4
1914,5.0
1915,-12.6
1916,-3.8
1917,-2.5
1918,-7.1
1919,-5.3
1920,-1.6
1921,-12.5
1922,-3.6
1923,2.4
1924,3.5
1925,-4.1
1926,1.6
1927,-1.1
1928,-0.1
1929,4.4
1930,0.9
1931,-2.7
1932,1.6
1933,2.0
1934,1.2
1935,-0.6
1936,2.3
1937,-4.6
1938,0.0
1939,-7.5
1940,-2.3
1941,-11.4
1942,3.2
1943,-0.2
1944,4.6
1945,-5.4
1946,-4.2
1947,1.3
1948,3.0
1949,5.1
1950,1.3
1951,3.0
1952,2.9
1953,-2.2
1954,-1.1
1955,-21.8
1956,0.5
1957,-5.8
1958,-3.5
1959,-14.9
1960,-1.5
1961,-0.9
1962,2.3
1963,-11.8
1964,5.0
1965,3.3
1966,-2.4
1967,-4.5
1968,-3.5
1969,0.8
1970,2.6
1971,-3.2
1972,4.4
1973,2.2
1974,2.6
1975,-4.5
1976,2.3
1977,-4.4
1978,-5.8
1979,-7.0
1980,-9.4
1981,-12.1
1982,1.2
1983,-5.7
1984,0.4
1985,-3.4
1986,3.8
1987,-6.5
1988,-4.4
1989,-12.7
1990,-2.0
1991,1.8
1992,3.1
1993,0.2
1994,1.4
1995,-3.2
1996,4.4
1997,-2.9
1998,-2.5
1999,5.0
2000,6.7
2001,-1.5
2002,-0.4
2003,3.4
2004,3.7
2005,-1.5
2006,7.8
2007,4.9
2008,1.3
2009,0.4
2010,-4.4
2011,2.8
2012,0.4
2013,2.4
2014,0.9
2015,
2016,
2017,0.9
2018,
