,TMAX
1881,-6.1
1882,
1883,3.7
1884,-0.8
1885,2.6
1886,3.4
1887,2.7
1888,1.7
1889,4.6
1890,-1.3
1891,-7.7
1892,-1.5
1893,1.4
1894,0.8
1895,5.0
1896,-1.0
1897,-3.7
1898,3.2
1899,4.2
1900,1.1
1901,-3.5
1902,0.7
1903,
1904,4.2
1905,2.1
1906,2.8
1907,-3.7
1908,2.2
1909,-5.3
1910,1.6
1911,7.0
1912,2.2
1913,6.7
1914,-0.6
1915,-0.9
1916,-0.5
1917,2.5
1918,3.3
1919,-4.1
1920,0.0
1921,-6.1
1922,-1.4
1923,4.2
1924,0.6
1925,3.2
1926,5.1
1927,-5.5
1928,5.9
1929,3.5
1930,-3.2
1931,-0.3
1932,-4.6
1933,-7.4
1934,5.8
1935,0.9
1936,0.6
1937,1.8
1938,2.1
1939,1.1
1940,6.1
1941,-5.5
1942,-1.2
1943,3.4
1944,-3.5
1945,1.6
1946,-8.6
1947,-1.8
1948,4.7
1949,2.2
1950,0.2
1951,1.0
1952,0.4
1953,3.8
1954,-1.9
1955,4.4
1956,-5.2
1957,0.6
1958,5.1
1959,-2.4
1960,-9.1
1961,0.7
1962,-2.3
1963,6.2
1964,4.5
1965,-4.8
1966,2.2
1967,1.7
1968,-0.3
1969,6.1
1970,5.7
1971,-7.1
1972,0.9
1973,-1.7
1974,5.8
1975,2.2
1976,1.3
1977,0.6
1978,9.0
1979,5.4
1980,8.1
1981,0.2
1982,4.3
1983,-0.4
1984,-2.3
1985,-1.9
1986,3.9
1987,0.5
1988,-1.0
1989,3.8
1990,1.6
1991,6.5
1992,3.3
1993,-10.5
1994,-1.5
1995,0.3
1996,8.1
1997,-2.5
1998,-7.2
1999,-2.7
2000,6.3
2001,2.0
2002,3.7
2003,1.2
2004,-2.4
2005,1.5
2006,5.8
2007,3.0
2008,1.0
2009,5.7
2010,4.2
2011,5.2
2012,5.4
2013,4.4
2014,-2.4
2015,
2016,4.5
2017,
