,TMAX
1881,10.7
1882,
1883,
1884,16.1
1885,11.9
1886,15.7
1887,11.5
1888,23.3
1889,20.9
1890,12.4
1891,16.9
1892,10.9
1893,17.8
1894,12.7
1895,13.7
1896,18.0
1897,27.4
1898,23.5
1899,10.3
1900,21.2
1901,14.7
1902,21.2
1903,26.7
1904,15.5
1905,18.1
1906,17.8
1907,9.0
1908,21.8
1909,15.5
1910,16.3
1911,11.6
1912,13.9
1913,22.6
1914,20.5
1915,12.9
1916,9.8
1917,15.6
1918,11.6
1919,18.6
1920,27.0
1921,26.2
1922,9.9
1923,10.4
1924,16.4
1925,15.2
1926,24.8
1927,10.9
1928,7.4
1929,12.6
1930,8.4
1931,20.4
1932,15.9
1933,20.0
1934,13.2
1935,7.9
1936,20.0
1937,17.0
1938,18.1
1939,18.0
1940,16.4
1941,12.1
1942,19.2
1943,20.2
1944,11.8
1945,26.3
1946,21.2
1947,13.1
1948,30.9
1949,15.8
1950,10.6
1951,15.1
1952,16.4
1953,22.8
1954,14.8
1955,15.5
1956,24.5
1957,12.3
1958,18.1
1959,13.3
1960,25.6
1961,26.2
1962,10.7
1963,13.2
1964,15.5
1965,15.0
1966,11.9
1967,21.2
1968,14.2
1969,15.0
1970,17.3
1971,24.5
1972,19.0
1973,24.9
1974,15.2
1975,12.4
1976,12.8
1977,14.2
1978,20.0
1979,21.3
1980,22.6
1981,17.6
1982,17.5
1983,16.5
1984,26.3
1985,15.9
1986,20.6
1987,20.1
1988,17.6
1989,20.1
1990,15.8
1991,19.0
1992,23.5
1993,21.8
1994,13.5
1995,27.2
1996,21.9
1997,19.9
1998,22.0
1999,16.0
2000,16.7
2001,14.0
2002,21.3
2003,13.5
2004,12.9
2005,13.5
2006,15.2
2007,14.9
2008,17.2
2009,26.7
2010,21.3
2011,28.8
2012,15.8
2013,25.9
2014,
2015,
2016,25.5
2017,11.3
2018,20.2
