,TMAX
1881,9.2
1882,
1883,
1884,2.9
1885,2.3
1886,8.7
1887,5.3
1888,9.7
1889,6.0
1890,5.2
1891,9.0
1892,6.5
1893,2.3
1894,2.1
1895,8.3
1896,7.4
1897,9.0
1898,1.5
1899,4.8
1900,5.0
1901,7.7
1902,5.9
1903,
1904,16.9
1905,8.4
1906,9.4
1907,5.7
1908,9.8
1909,-0.6
1910,16.5
1911,6.7
1912,16.2
1913,13.4
1914,9.5
1915,7.4
1916,3.6
1917,3.1
1918,13.0
1919,5.5
1920,7.5
1921,18.9
1922,7.6
1923,5.4
1924,4.5
1925,8.4
1926,9.8
1927,4.6
1928,8.4
1929,4.2
1930,5.6
1931,4.3
1932,2.3
1933,7.2
1934,13.5
1935,12.2
1936,12.3
1937,13.2
1938,8.4
1939,5.6
1940,9.9
1941,7.8
1942,9.6
1943,8.0
1944,3.8
1945,7.8
1946,5.1
1947,5.3
1948,13.7
1949,12.6
1950,16.5
1951,8.6
1952,3.9
1953,12.1
1954,8.8
1955,3.2
1956,5.5
1957,5.8
1958,8.6
1959,7.1
1960,12.1
1961,13.7
1962,14.5
1963,18.0
1964,10.7
1965,14.7
1966,3.8
1967,2.0
1968,8.9
1969,11.3
1970,3.9
1971,10.2
1972,3.4
1973,9.3
1974,2.7
1975,8.8
1976,3.8
1977,7.6
1978,13.1
1979,0.8
1980,6.2
1981,1.9
1982,4.0
1983,17.9
1984,7.0
1985,6.8
1986,8.0
1987,4.8
1988,6.8
1989,13.1
1990,18.4
1991,5.8
1992,4.4
1993,4.1
1994,2.2
1995,12.4
1996,7.6
1997,2.2
1998,10.7
1999,19.5
2000,21.1
2001,15.3
2002,12.3
2003,13.0
2004,17.9
2005,4.9
2006,10.4
2007,8.1
2008,7.1
2009,2.8
2010,8.3
2011,9.1
2012,9.4
2013,13.5
2014,
2016,
2017,3.9
2018,
2019,14.0
