,06-10
1881,26.2
1882,
1883,
1884,18.9
1885,16.7
1886,15.7
1887,18.7
1888,19.5
1889,23.5
1890,19.1
1891,14.1
1892,17.8
1893,24.6
1894,19.7
1895,25.6
1896,26.8
1897,13.5
1898,22.9
1899,8.5
1900,12.5
1901,27.9
1902,16.5
1903,26.5
1904,17.3
1905,12.2
1906,18.0
1907,24.5
1908,16.4
1909,18.2
1910,22.5
1911,13.5
1912,21.9
1913,14.3
1914,17.6
1915,18.0
1916,26.6
1917,19.9
1918,14.5
1919,25.6
1920,13.7
1921,24.2
1922,21.4
1923,14.2
1924,23.4
1925,19.4
1926,11.3
1927,16.6
1928,17.8
1929,13.3
1930,18.2
1931,11.8
1932,13.9
1933,25.7
1934,16.5
1935,13.2
1936,26.0
1937,27.3
1938,25.2
1939,17.8
1940,10.9
1941,14.7
1942,14.7
1943,24.1
1944,23.5
1945,19.1
1946,20.6
1947,14.6
1948,21.8
1949,20.0
1950,15.7
1951,21.2
1952,15.4
1953,18.0
1954,28.4
1955,13.6
1956,24.6
1957,28.4
1958,20.8
1959,26.1
1960,23.4
1961,24.4
1962,13.8
1963,19.9
1964,17.7
1965,27.3
1966,22.5
1967,17.0
1968,17.7
1969,22.6
1970,24.2
1971,15.6
1972,13.6
1973,21.1
1974,19.6
1975,20.7
1976,14.3
1977,23.4
1978,18.0
1979,15.5
1980,30.3
1981,23.5
1982,7.2
1983,16.5
1984,13.5
1985,14.1
1986,17.5
1987,20.2
1988,22.2
1989,23.2
1990,19.0
1991,17.7
1992,17.3
1993,15.3
1994,19.6
1995,26.5
1996,25.5
1997,27.8
1998,27.3
1999,20.7
2000,18.4
2001,16.5
2002,25.0
2003,19.2
2004,17.6
2005,20.2
2006,18.6
2007,21.1
2008,14.6
2009,19.6
2010,19.8
2011,28.4
2012,21.3
2013,23.1
2014,
2015,
2016,
2017,
2018,19.3
