,08-29
1881,21.3
1882,
1883,
1884,16.0
1885,13.4
1886,16.0
1887,20.5
1888,25.1
1889,18.3
1890,18.0
1891,21.2
1892,20.8
1893,10.1
1894,14.7
1895,17.0
1896,18.7
1897,17.0
1898,22.6
1899,12.6
1900,12.4
1901,16.3
1902,13.6
1903,16.5
1904,12.0
1905,16.5
1906,12.2
1907,13.8
1908,19.3
1909,18.9
1910,15.8
1911,19.2
1912,14.1
1913,22.4
1914,17.4
1915,19.3
1916,13.9
1917,23.3
1918,13.6
1919,17.0
1920,25.3
1921,17.6
1922,18.1
1923,18.6
1924,16.3
1925,19.2
1926,16.4
1927,21.8
1928,17.4
1929,19.0
1930,23.7
1931,17.7
1932,15.2
1933,17.3
1934,14.3
1935,18.1
1936,17.7
1937,21.2
1938,24.6
1939,24.5
1940,15.1
1941,14.1
1942,25.4
1943,19.4
1944,25.4
1945,15.7
1946,17.4
1947,10.7
1948,11.2
1949,22.4
1950,20.8
1951,23.6
1952,15.3
1953,19.9
1954,18.7
1955,20.6
1956,15.5
1957,20.9
1958,19.2
1959,12.1
1960,18.8
1961,14.2
1962,15.9
1963,24.6
1964,19.7
1965,24.6
1966,13.0
1967,19.9
1968,24.3
1969,22.2
1970,15.8
1971,19.0
1972,20.4
1973,15.3
1974,25.1
1975,16.6
1976,18.9
1977,16.6
1978,14.7
1979,18.5
1980,13.0
1981,17.4
1982,16.8
1983,13.5
1984,15.7
1985,22.0
1986,12.8
1987,16.2
1988,15.8
1989,12.6
1990,18.3
1991,19.1
1992,21.9
1993,14.9
1994,19.1
1995,22.4
1996,24.4
1997,24.4
1998,15.4
1999,17.2
2000,22.9
2001,20.2
2002,23.7
2003,16.0
2004,20.6
2005,19.8
2006,21.9
2007,15.3
2008,15.1
2009,23.5
2010,14.0
2011,20.7
2012,16.9
2013,19.9
2014,
2015,
2016,
2017,17.9
2018,19.7
