,05-30
1881,11.6
1882,
1883,
1884,15.8
1885,22.6
1886,24.2
1887,9.0
1888,14.4
1889,29.5
1890,16.3
1891,19.5
1892,10.9
1893,17.9
1894,10.7
1895,11.9
1896,20.0
1897,24.4
1898,18.0
1899,10.5
1900,18.7
1901,11.3
1902,19.9
1903,25.2
1904,9.2
1905,18.6
1906,17.0
1907,6.8
1908,17.5
1909,22.2
1910,11.3
1911,18.7
1912,14.3
1913,13.8
1914,14.9
1915,18.9
1916,14.0
1917,25.6
1918,20.7
1919,19.0
1920,24.4
1921,21.8
1922,13.4
1923,8.6
1924,16.9
1925,20.1
1926,21.7
1927,14.4
1928,16.2
1929,11.9
1930,12.1
1931,14.1
1932,19.9
1933,15.6
1934,15.0
1935,10.6
1936,13.5
1937,13.2
1938,22.2
1939,12.8
1940,19.5
1941,18.4
1942,26.7
1943,12.0
1944,15.4
1945,18.8
1946,17.7
1947,13.9
1948,23.3
1949,19.6
1950,13.8
1951,8.0
1952,20.9
1953,12.9
1954,21.6
1955,12.6
1956,18.3
1957,12.4
1958,14.2
1959,12.1
1960,24.5
1961,29.1
1962,17.1
1963,17.8
1964,18.1
1965,10.6
1966,11.6
1967,21.7
1968,18.6
1969,15.8
1970,19.2
1971,23.9
1972,16.0
1973,20.6
1974,15.3
1975,10.1
1976,18.0
1977,10.1
1978,20.0
1979,21.0
1980,24.7
1981,14.2
1982,14.5
1983,23.3
1984,23.7
1985,29.2
1986,15.4
1987,13.4
1988,26.5
1989,18.1
1990,14.2
1991,14.7
1992,23.7
1993,17.5
1994,16.3
1995,29.3
1996,12.1
1997,15.3
1998,14.0
1999,17.5
2000,20.9
2001,12.5
2002,22.0
2003,17.1
2004,15.0
2005,15.8
2006,15.0
2007,23.8
2008,19.6
2009,21.4
2010,15.1
2011,16.8
2012,14.4
2013,23.3
2014,
2015,21.4
2016,
2017,
2018,22.7
