,DATE,TMAX
273,1881-10-01,10.2
638,1882-10-01,
1003,1883-10-01,10.7
1369,1884-10-01,17.5
1734,1885-10-01,5.0
2099,1886-10-01,9.5
2464,1887-10-01,8.0
2830,1888-10-01,13.5
3195,1889-10-01,16.2
3560,1890-10-01,10.7
3925,1891-10-01,14.2
4291,1892-10-01,11.1
4656,1893-10-01,14.5
5021,1894-10-01,9.8
5386,1895-10-01,14.7
5752,1896-10-01,10.5
6117,1897-10-01,6.8
6482,1898-10-01,10.4
6847,1899-10-01,15.5
7212,1900-10-01,13.6
7577,1901-10-01,14.5
7942,1902-10-01,4.0
8307,1903-10-01,
8673,1904-10-01,18.2
9038,1905-10-01,8.8
9403,1906-10-01,8.0
9768,1907-10-01,7.5
10134,1908-10-01,11.4
10499,1909-10-01,10.4
10864,1910-10-01,12.7
11229,1911-10-01,11.8
11595,1912-10-01,8.5
11960,1913-10-01,9.3
12325,1914-10-01,7.1
12690,1915-10-01,13.5
13056,1916-10-01,6.5
13421,1917-10-01,6.0
13786,1918-10-01,10.6
14151,1919-10-01,13.1
14517,1920-10-01,12.1
14882,1921-10-01,7.4
15247,1922-10-01,7.9
15612,1923-10-01,12.0
15978,1924-10-01,14.4
16343,1925-10-01,13.6
16708,1926-10-01,14.3
17073,1927-10-01,14.4
17439,1928-10-01,4.9
17804,1929-10-01,14.5
18169,1930-10-01,5.3
18534,1931-10-01,7.4
18900,1932-10-01,13.2
19265,1933-10-01,12.5
19630,1934-10-01,9.2
19995,1935-10-01,12.4
20361,1936-10-01,7.0
20726,1937-10-01,10.9
21091,1938-10-01,15.0
21456,1939-10-01,7.8
21822,1940-10-01,12.0
22187,1941-10-01,12.1
22552,1942-10-01,18.5
22917,1943-10-01,12.9
23283,1944-10-01,13.7
23648,1945-10-01,7.2
24013,1946-10-01,8.3
24378,1947-10-01,8.2
24744,1948-10-01,9.9
25109,1949-10-01,11.8
25474,1950-10-01,12.9
25839,1951-10-01,11.2
26205,1952-10-01,6.7
26570,1953-10-01,12.6
26935,1954-10-01,8.2
27300,1955-10-01,15.4
27666,1956-10-01,13.4
28031,1957-10-01,6.4
28396,1958-10-01,11.6
28761,1959-10-01,9.5
29127,1960-10-01,8.8
29492,1961-10-01,15.5
29857,1962-10-01,12.7
30222,1963-10-01,9.5
30588,1964-10-01,11.2
30953,1965-10-01,13.0
31318,1966-10-01,9.2
31683,1967-10-01,10.9
32049,1968-10-01,7.4
32414,1969-10-01,8.7
32779,1970-10-01,8.3
33144,1971-10-01,10.4
33510,1972-10-01,8.0
33875,1973-10-01,14.0
34240,1974-10-01,18.1
34605,1975-10-01,17.3
34971,1976-10-01,8.3
35336,1977-10-01,9.8
35701,1978-10-01,5.6
36066,1979-10-01,5.6
36432,1980-10-01,6.0
36797,1981-10-01,15.9
37162,1982-10-01,11.3
37527,1983-10-01,8.8
37893,1984-10-01,11.7
38258,1985-10-01,8.2
38623,1986-10-01,10.0
38988,1987-10-01,11.1
39354,1988-10-01,13.0
39719,1989-10-01,6.1
40084,1990-10-01,8.3
40449,1991-10-01,17.5
40815,1992-10-01,11.0
41180,1993-10-01,9.8
41545,1994-10-01,11.0
41910,1995-10-01,11.1
42276,1996-10-01,12.5
42641,1997-10-01,10.1
43006,1998-10-01,6.4
43371,1999-10-01,14.9
43737,2000-10-01,19.0
44102,2001-10-01,10.6
44467,2002-10-01,12.0
44832,2003-10-01,13.8
45198,2004-10-01,13.6
45563,2005-10-01,18.4
45928,2006-10-01,9.7
46293,2007-10-01,20.2
46659,2008-10-01,10.0
47024,2009-10-01,7.0
47389,2010-10-01,12.9
47754,2011-10-01,15.1
48120,2012-10-01,13.7
48485,2013-10-01,7.2
48850,2014-10-01,
49194,2015-10-01,
49560,2016-10-01,15.2
49925,2017-10-01,10.3
50289,2018-10-01,13.3
