,08-25
1881,14.2
1882,
1883,
1884,12.7
1885,16.0
1886,22.4
1887,20.9
1888,15.3
1889,14.8
1890,19.1
1891,15.4
1892,25.8
1893,16.4
1894,16.7
1895,21.6
1896,16.0
1897,17.9
1898,22.0
1899,14.5
1900,28.7
1901,16.9
1902,16.6
1903,19.2
1904,16.6
1905,11.8
1906,13.0
1907,14.0
1908,14.5
1909,15.3
1910,16.0
1911,18.8
1912,16.9
1913,26.7
1914,15.2
1915,17.3
1916,17.6
1917,25.1
1918,15.8
1919,16.0
1920,19.9
1921,16.9
1922,21.4
1923,20.1
1924,12.6
1925,17.3
1926,15.9
1927,19.9
1928,15.9
1929,18.1
1930,18.2
1931,18.3
1932,15.9
1933,14.1
1934,19.8
1935,14.9
1936,16.9
1937,24.0
1938,25.1
1939,23.9
1940,18.8
1941,15.5
1942,25.8
1943,18.4
1944,21.3
1945,17.7
1946,19.1
1947,19.6
1948,18.5
1949,16.8
1950,15.9
1951,25.1
1952,15.7
1953,22.7
1954,18.4
1955,21.3
1956,18.8
1957,17.7
1958,20.6
1959,21.7
1960,18.2
1961,18.6
1962,16.9
1963,17.5
1964,18.0
1965,26.4
1966,16.8
1967,21.3
1968,25.7
1969,19.5
1970,14.6
1971,18.8
1972,19.1
1973,12.6
1974,19.0
1975,20.3
1976,17.0
1977,16.3
1978,18.4
1979,17.5
1980,14.4
1981,15.0
1982,19.0
1983,14.3
1984,14.5
1985,21.5
1986,16.6
1987,13.0
1988,18.6
1989,15.1
1990,17.4
1991,24.8
1992,16.3
1993,14.9
1994,18.1
1995,23.1
1996,21.7
1997,27.0
1998,18.1
1999,18.9
2000,18.4
2001,21.5
2002,22.7
2003,16.2
2004,18.9
2005,25.2
2006,21.3
2007,23.1
2008,17.0
2009,19.2
2010,19.5
2011,20.4
2012,18.9
2013,20.2
2014,
2015,25.2
2016,
2017,16.2
2018,
