,DATE,TMAX
338,1881-12-05,0.9
703,1882-12-05,
1068,1883-12-05,-1.9
1434,1884-12-05,-11.6
1799,1885-12-05,3.5
2164,1886-12-05,1.9
2529,1887-12-05,1.4
2895,1888-12-05,1.0
3260,1889-12-05,-5.8
3625,1890-12-05,-1.5
3990,1891-12-05,3.2
4356,1892-12-05,-3.2
4721,1893-12-05,-8.7
5086,1894-12-05,-2.7
5451,1895-12-05,-0.2
5817,1896-12-05,-1.5
6182,1897-12-05,0.5
6547,1898-12-05,-1.6
6912,1899-12-05,-5.9
7277,1900-12-05,-1.2
7642,1901-12-05,-3.6
8007,1902-12-05,-10.0
8372,1903-12-05,
8738,1904-12-05,-0.2
9103,1905-12-05,2.8
9468,1906-12-05,-4.5
9833,1907-12-05,-0.5
10199,1908-12-05,-6.6
10564,1909-12-05,1.8
10929,1910-12-05,-0.1
11294,1911-12-05,-6.1
11660,1912-12-05,1.4
12025,1913-12-05,4.7
12390,1914-12-05,5.6
12755,1915-12-05,-3.5
13121,1916-12-05,0.5
13486,1917-12-05,-9.6
13851,1918-12-05,0.1
14216,1919-12-05,2.1
14582,1920-12-05,-0.1
14947,1921-12-05,1.7
15312,1922-12-05,-6.1
15677,1923-12-05,-1.7
16043,1924-12-05,-8.1
16408,1925-12-05,-1.8
16773,1926-12-05,1.0
17138,1927-12-05,-3.1
17504,1928-12-05,1.2
17869,1929-12-05,4.5
18234,1930-12-05,4.4
18599,1931-12-05,-7.6
18965,1932-12-05,6.3
19330,1933-12-05,2.4
19695,1934-12-05,-11.0
20060,1935-12-05,1.9
20426,1936-12-05,0.1
20791,1937-12-05,-9.3
21156,1938-12-05,3.6
21521,1939-12-05,2.4
21887,1940-12-05,0.7
22252,1941-12-05,-11.0
22617,1942-12-05,-4.1
22982,1943-12-05,-1.2
23348,1944-12-05,1.6
23713,1945-12-05,-4.7
24078,1946-12-05,2.3
24443,1947-12-05,2.5
24809,1948-12-05,5.2
25174,1949-12-05,2.2
25539,1950-12-05,1.4
25904,1951-12-05,0.9
26270,1952-12-05,-5.2
26635,1953-12-05,9.1
27000,1954-12-05,4.7
27365,1955-12-05,-12.3
27731,1956-12-05,-3.9
28096,1957-12-05,2.4
28461,1958-12-05,1.4
28826,1959-12-05,-8.9
29192,1960-12-05,3.9
29557,1961-12-05,1.2
29922,1962-12-05,-2.7
30287,1963-12-05,0.1
30653,1964-12-05,4.4
31018,1965-12-05,1.1
31383,1966-12-05,1.6
31748,1967-12-05,-5.5
32114,1968-12-05,1.4
32479,1969-12-05,1.0
32844,1970-12-05,-3.1
33209,1971-12-05,1.2
33575,1972-12-05,5.5
33940,1973-12-05,-5.0
34305,1974-12-05,1.6
34670,1975-12-05,2.8
35036,1976-12-05,2.6
35401,1977-12-05,-2.3
35766,1978-12-05,-3.0
36131,1979-12-05,6.0
36497,1980-12-05,-2.6
36862,1981-12-05,1.4
37227,1982-12-05,3.9
37592,1983-12-05,2.0
37958,1984-12-05,2.5
38323,1985-12-05,-6.8
38688,1986-12-05,-0.1
39053,1987-12-05,3.3
39419,1988-12-05,-5.5
39784,1989-12-05,-2.6
40149,1990-12-05,2.5
40514,1991-12-05,-0.3
40880,1992-12-05,4.6
41245,1993-12-05,2.4
41610,1994-12-05,0.8
41975,1995-12-05,-3.7
42341,1996-12-05,2.1
42706,1997-12-05,-3.8
43071,1998-12-05,-5.2
43436,1999-12-05,0.8
43802,2000-12-05,5.7
44167,2001-12-05,-6.4
44532,2002-12-05,-5.0
44897,2003-12-05,2.5
45263,2004-12-05,3.4
45628,2005-12-05,-1.3
45993,2006-12-05,6.8
46358,2007-12-05,3.7
46724,2008-12-05,3.5
47089,2009-12-05,0.1
47454,2010-12-05,-1.3
47819,2011-12-05,4.2
48185,2012-12-05,-3.5
48550,2013-12-05,0.2
48915,2014-12-05,
49259,2015-12-05,
49625,2016-12-05,
49990,2017-12-05,0.1
50348,2018-12-05,3.0
