,09-24
1881,9.0
1882,
1883,7.9
1884,14.1
1885,12.3
1886,8.0
1887,12.8
1888,14.7
1889,10.8
1890,21.3
1891,8.3
1892,11.3
1893,12.6
1894,7.8
1895,13.4
1896,12.9
1897,12.1
1898,8.7
1899,14.7
1900,14.7
1901,17.9
1902,6.2
1903,11.5
1904,13.5
1905,10.5
1906,6.2
1907,7.3
1908,12.7
1909,17.1
1910,11.4
1911,13.4
1912,5.5
1913,10.5
1914,12.4
1915,12.8
1916,11.0
1917,9.8
1918,15.9
1919,14.3
1920,15.4
1921,12.4
1922,10.9
1923,18.3
1924,15.8
1925,22.9
1926,18.1
1927,11.2
1928,13.6
1929,14.0
1930,9.8
1931,10.9
1932,12.9
1933,21.4
1934,14.4
1935,15.3
1936,10.7
1937,14.9
1938,18.3
1939,6.5
1940,11.4
1941,10.4
1942,15.3
1943,13.9
1944,15.4
1945,8.2
1946,6.8
1947,15.8
1948,9.7
1949,14.9
1950,13.8
1951,12.9
1952,7.7
1953,12.1
1954,12.5
1955,9.4
1956,9.3
1957,9.9
1958,12.7
1959,8.2
1960,16.4
1961,15.0
1962,15.1
1963,16.9
1964,14.8
1965,16.0
1966,8.9
1967,14.3
1968,14.2
1969,10.3
1970,5.9
1971,13.1
1972,14.3
1973,8.0
1974,16.3
1975,16.0
1976,10.8
1977,7.4
1978,7.5
1979,13.6
1980,10.9
1981,12.6
1982,13.5
1983,13.4
1984,15.8
1985,10.6
1986,10.0
1987,10.0
1988,15.6
1989,15.4
1990,9.6
1991,14.4
1992,17.0
1993,9.0
1994,14.6
1995,15.5
1996,12.4
1997,7.3
1998,12.6
1999,15.9
2000,15.7
2001,13.0
2002,10.2
2003,18.5
2004,13.4
2005,16.0
2006,20.8
2007,16.5
2008,16.7
2009,14.4
2010,17.0
2011,13.1
2012,13.3
2013,9.9
2014,
2015,
2016,12.1
2017,18.7
2018,14.6
