,DATE,TMAX
90,1881-04-01,1.6
455,1882-04-01,
820,1883-04-01,
1186,1884-04-01,1.3
1551,1885-04-01,5.5
1916,1886-04-01,5.6
2281,1887-04-01,3.6
2647,1888-04-01,7.5
3012,1889-04-01,0.4
3377,1890-04-01,0.7
3742,1891-04-01,4.7
4108,1892-04-01,0.8
4473,1893-04-01,3.2
4838,1894-04-01,12.7
5203,1895-04-01,2.2
5569,1896-04-01,0.0
5934,1897-04-01,4.4
6299,1898-04-01,2.8
6664,1899-04-01,1.9
7029,1900-04-01,0.4
7394,1901-04-01,5.9
7759,1902-04-01,2.6
8124,1903-04-01,
8490,1904-04-01,2.2
8855,1905-04-01,2.4
9220,1906-04-01,-0.5
9585,1907-04-01,9.5
9951,1908-04-01,7.2
10316,1909-04-01,6.5
10681,1910-04-01,7.4
11046,1911-04-01,0.3
11412,1912-04-01,1.3
11777,1913-04-01,12.3
12142,1914-04-01,2.5
12507,1915-04-01,-0.1
12873,1916-04-01,2.6
13238,1917-04-01,5.3
13603,1918-04-01,2.8
13968,1919-04-01,-2.1
14334,1920-04-01,9.8
14699,1921-04-01,3.2
15064,1922-04-01,3.5
15429,1923-04-01,-1.3
15795,1924-04-01,0.9
16160,1925-04-01,6.2
16525,1926-04-01,2.4
16890,1927-04-01,2.1
17256,1928-04-01,4.2
17621,1929-04-01,-6.6
17986,1930-04-01,1.6
18351,1931-04-01,-1.4
18717,1932-04-01,3.0
19082,1933-04-01,5.7
19447,1934-04-01,6.3
19812,1935-04-01,2.2
20178,1936-04-01,8.3
20543,1937-04-01,1.7
20908,1938-04-01,-0.8
21273,1939-04-01,-4.6
21639,1940-04-01,2.4
22004,1941-04-01,1.6
22369,1942-04-01,1.5
22734,1943-04-01,7.0
23100,1944-04-01,-1.6
23465,1945-04-01,5.6
23830,1946-04-01,-0.7
24195,1947-04-01,1.7
24561,1948-04-01,12.1
24926,1949-04-01,5.6
25291,1950-04-01,4.8
25656,1951-04-01,2.1
26022,1952-04-01,1.0
26387,1953-04-01,1.8
26752,1954-04-01,5.5
27117,1955-04-01,-3.8
27483,1956-04-01,1.3
27848,1957-04-01,6.5
28213,1958-04-01,3.1
28578,1959-04-01,5.9
28944,1960-04-01,-3.7
29309,1961-04-01,2.2
29674,1962-04-01,5.4
30039,1963-04-01,0.0
30405,1964-04-01,2.9
30770,1965-04-01,0.6
31135,1966-04-01,5.1
31500,1967-04-01,4.5
31866,1968-04-01,2.4
32231,1969-04-01,2.2
32596,1970-04-01,1.0
32961,1971-04-01,4.5
33327,1972-04-01,1.7
33692,1973-04-01,7.5
34057,1974-04-01,9.7
34422,1975-04-01,1.7
34788,1976-04-01,2.0
35153,1977-04-01,-0.2
35518,1978-04-01,10.2
35883,1979-04-01,8.1
36249,1980-04-01,2.7
36614,1981-04-01,5.0
36979,1982-04-01,4.4
37344,1983-04-01,9.9
37710,1984-04-01,7.8
38075,1985-04-01,3.6
38440,1986-04-01,6.5
38805,1987-04-01,8.8
39171,1988-04-01,12.8
39536,1989-04-01,3.1
39901,1990-04-01,6.0
40266,1991-04-01,2.6
40632,1992-04-01,1.9
40997,1993-04-01,5.1
41362,1994-04-01,9.4
41727,1995-04-01,4.8
42093,1996-04-01,4.1
42458,1997-04-01,9.1
42823,1998-04-01,3.8
43188,1999-04-01,7.1
43554,2000-04-01,6.2
43919,2001-04-01,4.3
44284,2002-04-01,7.0
44649,2003-04-01,-2.6
45015,2004-04-01,-0.1
45380,2005-04-01,6.6
45745,2006-04-01,8.3
46110,2007-04-01,7.1
46476,2008-04-01,13.9
46841,2009-04-01,4.1
47206,2010-04-01,14.4
47571,2011-04-01,5.5
47937,2012-04-01,0.8
48302,2013-04-01,-0.1
48667,2014-04-01,
49032,2015-04-01,5.9
49377,2016-04-01,
49742,2017-04-01,6.5
50107,2018-04-01,4.3
50465,2019-04-01,
