,DATE,TMAX
250,1881-09-08,21.1
615,1882-09-08,
980,1883-09-08,15.8
1346,1884-09-08,20.7
1711,1885-09-08,13.2
2076,1886-09-08,18.5
2441,1887-09-08,18.6
2807,1888-09-08,18.8
3172,1889-09-08,19.0
3537,1890-09-08,11.4
3902,1891-09-08,14.6
4268,1892-09-08,16.0
4633,1893-09-08,14.7
4998,1894-09-08,11.3
5363,1895-09-08,12.4
5729,1896-09-08,9.3
6094,1897-09-08,13.1
6459,1898-09-08,15.5
6824,1899-09-08,12.0
7189,1900-09-08,9.9
7554,1901-09-08,16.4
7919,1902-09-08,15.4
8284,1903-09-08,22.8
8650,1904-09-08,15.5
9015,1905-09-08,20.0
9380,1906-09-08,12.8
9745,1907-09-08,18.0
10111,1908-09-08,12.3
10476,1909-09-08,22.1
10841,1910-09-08,18.6
11206,1911-09-08,12.5
11572,1912-09-08,13.8
11937,1913-09-08,14.6
12302,1914-09-08,13.8
12667,1915-09-08,11.5
13033,1916-09-08,16.9
13398,1917-09-08,11.1
13763,1918-09-08,14.2
14128,1919-09-08,23.4
14494,1920-09-08,15.7
14859,1921-09-08,13.2
15224,1922-09-08,20.4
15589,1923-09-08,11.5
15955,1924-09-08,20.0
16320,1925-09-08,14.9
16685,1926-09-08,14.3
17050,1927-09-08,18.2
17416,1928-09-08,16.1
17781,1929-09-08,9.6
18146,1930-09-08,9.1
18511,1931-09-08,10.4
18877,1932-09-08,21.4
19242,1933-09-08,10.1
19607,1934-09-08,23.3
19972,1935-09-08,15.9
20338,1936-09-08,14.2
20703,1937-09-08,19.0
21068,1938-09-08,24.0
21433,1939-09-08,21.5
21799,1940-09-08,16.0
22164,1941-09-08,13.9
22529,1942-09-08,18.3
22894,1943-09-08,17.1
23260,1944-09-08,22.0
23625,1945-09-08,14.3
23990,1946-09-08,17.7
24355,1947-09-08,18.6
24721,1948-09-08,17.7
25086,1949-09-08,23.0
25451,1950-09-08,16.2
25816,1951-09-08,16.9
26182,1952-09-08,14.7
26547,1953-09-08,14.3
26912,1954-09-08,17.5
27277,1955-09-08,18.2
27643,1956-09-08,13.5
28008,1957-09-08,19.3
28373,1958-09-08,17.7
28738,1959-09-08,15.6
29104,1960-09-08,13.2
29469,1961-09-08,11.7
29834,1962-09-08,14.0
30199,1963-09-08,18.1
30565,1964-09-08,17.7
30930,1965-09-08,18.9
31295,1966-09-08,16.7
31660,1967-09-08,22.6
32026,1968-09-08,18.1
32391,1969-09-08,15.3
32756,1970-09-08,9.5
33121,1971-09-08,13.9
33487,1972-09-08,21.5
33852,1973-09-08,13.1
34217,1974-09-08,22.9
34582,1975-09-08,12.3
34948,1976-09-08,13.6
35313,1977-09-08,14.6
35678,1978-09-08,16.8
36043,1979-09-08,17.4
36409,1980-09-08,18.5
36774,1981-09-08,16.5
37139,1982-09-08,12.1
37504,1983-09-08,15.4
37870,1984-09-08,14.6
38235,1985-09-08,16.8
38600,1986-09-08,12.0
38965,1987-09-08,14.9
39331,1988-09-08,18.5
39696,1989-09-08,16.8
40061,1990-09-08,19.0
40426,1991-09-08,10.5
40792,1992-09-08,19.8
41157,1993-09-08,13.7
41522,1994-09-08,15.2
41887,1995-09-08,20.9
42253,1996-09-08,13.2
42618,1997-09-08,17.0
42983,1998-09-08,19.5
43348,1999-09-08,26.4
43714,2000-09-08,14.5
44079,2001-09-08,18.5
44444,2002-09-08,23.7
44809,2003-09-08,19.2
45175,2004-09-08,12.1
45540,2005-09-08,20.4
45905,2006-09-08,17.8
46270,2007-09-08,15.8
46636,2008-09-08,15.5
47001,2009-09-08,18.5
47366,2010-09-08,18.2
47731,2011-09-08,18.7
48097,2012-09-08,13.8
48462,2013-09-08,20.0
48827,2014-09-08,
49171,2015-09-08,15.0
49537,2016-09-08,17.3
49902,2017-09-08,
50267,2018-09-08,24.1
