,05-13
1881,6.6
1882,
1883,
1884,5.7
1885,8.5
1886,11.9
1887,12.0
1888,8.3
1889,19.2
1890,16.1
1891,16.3
1892,8.5
1893,21.1
1894,20.7
1895,10.4
1896,4.7
1897,24.9
1898,21.7
1899,4.2
1900,2.9
1901,20.2
1902,4.4
1903,10.7
1904,10.3
1905,16.4
1906,11.5
1907,10.8
1908,8.3
1909,11.9
1910,17.8
1911,16.4
1912,12.0
1913,6.8
1914,15.0
1915,21.0
1916,7.4
1917,11.2
1918,13.5
1919,2.2
1920,16.4
1921,13.7
1922,10.2
1923,12.5
1924,20.4
1925,19.9
1926,17.5
1927,5.6
1928,13.8
1929,17.1
1930,17.9
1931,14.0
1932,12.8
1933,11.7
1934,14.2
1935,8.0
1936,15.9
1937,17.9
1938,13.8
1939,12.0
1940,13.5
1941,13.8
1942,14.4
1943,16.2
1944,22.4
1945,11.1
1946,10.3
1947,13.8
1948,22.6
1949,18.5
1950,17.4
1951,13.4
1952,22.6
1953,11.6
1954,6.8
1955,8.8
1956,16.3
1957,20.2
1958,12.5
1959,20.0
1960,16.0
1961,9.4
1962,15.6
1963,20.8
1964,13.0
1965,12.9
1966,16.1
1967,21.0
1968,20.9
1969,15.2
1970,18.0
1971,14.1
1972,14.5
1973,9.7
1974,11.6
1975,24.5
1976,21.3
1977,22.6
1978,16.2
1979,12.0
1980,8.1
1981,13.1
1982,10.4
1983,17.5
1984,15.6
1985,17.4
1986,17.4
1987,19.2
1988,16.7
1989,21.3
1990,15.5
1991,14.6
1992,8.2
1993,24.4
1994,8.8
1995,9.2
1996,22.1
1997,21.8
1998,11.4
1999,8.5
2000,8.7
2001,11.5
2002,23.9
2003,22.2
2004,8.7
2005,13.0
2006,22.6
2007,14.5
2008,10.4
2009,13.9
2010,27.5
2011,14.0
2012,11.3
2013,23.1
2014,
2015,
2016,
2017,
2018,27.7
