,DATE,TMAX
120,1881-05-01,4.4
485,1882-05-01,
850,1883-05-01,
1216,1884-05-01,3.2
1581,1885-05-01,4.7
1946,1886-05-01,0.7
2311,1887-05-01,11.5
2677,1888-05-01,15.8
3042,1889-05-01,12.2
3407,1890-05-01,17.3
3772,1891-05-01,9.0
4138,1892-05-01,10.1
4503,1893-05-01,5.7
4868,1894-05-01,13.1
5233,1895-05-01,13.1
5599,1896-05-01,10.4
5964,1897-05-01,22.9
6329,1898-05-01,10.5
6694,1899-05-01,16.0
7059,1900-05-01,5.1
7424,1901-05-01,12.0
7789,1902-05-01,5.0
8154,1903-05-01,19.6
8520,1904-05-01,7.5
8885,1905-05-01,20.2
9250,1906-05-01,19.8
9615,1907-05-01,7.7
9981,1908-05-01,3.7
10346,1909-05-01,9.5
10711,1910-05-01,17.2
11076,1911-05-01,10.1
11442,1912-05-01,6.4
11807,1913-05-01,6.7
12172,1914-05-01,6.4
12537,1915-05-01,7.8
12903,1916-05-01,17.2
13268,1917-05-01,5.0
13633,1918-05-01,7.8
13998,1919-05-01,18.8
14364,1920-05-01,11.3
14729,1921-05-01,15.2
15094,1922-05-01,10.4
15459,1923-05-01,10.0
15825,1924-05-01,3.9
16190,1925-05-01,12.4
16555,1926-05-01,7.2
16920,1927-05-01,6.7
17286,1928-05-01,11.6
17651,1929-05-01,6.3
18016,1930-05-01,11.9
18381,1931-05-01,21.9
18747,1932-05-01,14.6
19112,1933-05-01,7.2
19477,1934-05-01,24.9
19842,1935-05-01,1.5
20208,1936-05-01,17.7
20573,1937-05-01,15.0
20938,1938-05-01,10.4
21303,1939-05-01,8.6
21669,1940-05-01,13.6
22034,1941-05-01,5.9
22399,1942-05-01,13.0
22764,1943-05-01,5.2
23130,1944-05-01,3.7
23495,1945-05-01,16.4
23860,1946-05-01,8.8
24225,1947-05-01,5.9
24591,1948-05-01,23.2
24956,1949-05-01,11.7
25321,1950-05-01,9.8
25686,1951-05-01,15.3
26052,1952-05-01,9.3
26417,1953-05-01,13.8
26782,1954-05-01,11.4
27147,1955-05-01,6.7
27513,1956-05-01,6.9
27878,1957-05-01,11.2
28243,1958-05-01,7.6
28608,1959-05-01,19.5
28974,1960-05-01,16.5
29339,1961-05-01,6.1
29704,1962-05-01,11.1
30069,1963-05-01,11.6
30435,1964-05-01,13.9
30800,1965-05-01,4.9
31165,1966-05-01,11.3
31530,1967-05-01,6.4
31896,1968-05-01,14.5
32261,1969-05-01,4.0
32626,1970-05-01,13.1
32991,1971-05-01,7.3
33357,1972-05-01,17.4
33722,1973-05-01,13.5
34087,1974-05-01,11.1
34452,1975-05-01,20.7
34818,1976-05-01,4.4
35183,1977-05-01,11.3
35548,1978-05-01,8.0
35913,1979-05-01,11.8
36279,1980-05-01,13.0
36644,1981-05-01,9.2
37009,1982-05-01,14.5
37374,1983-05-01,10.6
37740,1984-05-01,16.3
38105,1985-05-01,12.7
38470,1986-05-01,6.7
38835,1987-05-01,24.2
39201,1988-05-01,13.3
39566,1989-05-01,13.5
39931,1990-05-01,13.2
40296,1991-05-01,14.0
40662,1992-05-01,13.0
41027,1993-05-01,22.2
41392,1994-05-01,9.9
41757,1995-05-01,1.8
42123,1996-05-01,10.6
42488,1997-05-01,9.0
42853,1998-05-01,22.2
43218,1999-05-01,7.6
43584,2000-05-01,5.7
43949,2001-05-01,16.5
44314,2002-05-01,20.2
44679,2003-05-01,12.9
45045,2004-05-01,15.7
45410,2005-05-01,4.4
45775,2006-05-01,17.7
46140,2007-05-01,5.1
46506,2008-05-01,23.2
46871,2009-05-01,13.5
47236,2010-05-01,13.9
47601,2011-05-01,6.9
47967,2012-05-01,11.3
48332,2013-05-01,10.7
48697,2014-05-01,
49041,2015-05-01,
49407,2016-05-01,
49772,2017-05-01,
50137,2018-05-01,10.2
