,05-11
1881,5.9
1882,
1883,
1884,4.2
1885,13.5
1886,10.2
1887,12.9
1888,6.5
1889,15.4
1890,12.1
1891,8.5
1892,12.6
1893,16.2
1894,18.2
1895,23.2
1896,6.4
1897,16.1
1898,13.5
1899,20.5
1900,2.2
1901,19.1
1902,4.3
1903,10.8
1904,8.5
1905,14.5
1906,23.5
1907,15.0
1908,6.5
1909,7.8
1910,27.9
1911,15.2
1912,9.7
1913,18.7
1914,10.0
1915,9.3
1916,8.0
1917,6.2
1918,7.8
1919,10.0
1920,15.9
1921,24.3
1922,10.1
1923,10.2
1924,14.9
1925,17.6
1926,9.3
1927,2.0
1928,9.5
1929,18.3
1930,15.5
1931,7.6
1932,14.0
1933,10.4
1934,13.5
1935,8.9
1936,19.2
1937,16.2
1938,12.7
1939,7.5
1940,21.5
1941,8.7
1942,9.8
1943,23.5
1944,7.9
1945,8.7
1946,8.7
1947,16.0
1948,19.9
1949,12.3
1950,13.5
1951,10.1
1952,14.3
1953,8.5
1954,14.7
1955,10.4
1956,13.3
1957,21.5
1958,11.5
1959,15.8
1960,17.9
1961,13.4
1962,9.8
1963,25.5
1964,18.9
1965,14.9
1966,9.2
1967,14.1
1968,18.0
1969,12.7
1970,13.3
1971,15.4
1972,8.6
1973,16.8
1974,7.5
1975,25.2
1976,21.9
1977,19.1
1978,9.0
1979,9.5
1980,6.0
1981,17.7
1982,14.3
1983,15.4
1984,9.1
1985,17.7
1986,15.6
1987,12.2
1988,16.8
1989,14.1
1990,13.1
1991,18.5
1992,10.7
1993,18.2
1994,22.5
1995,7.1
1996,16.1
1997,17.2
1998,18.6
1999,2.3
2000,15.4
2001,11.5
2002,15.0
2003,16.4
2004,14.5
2005,8.7
2006,15.3
2007,14.9
2008,23.0
2009,16.1
2010,12.9
2011,19.3
2012,20.8
2013,16.4
2014,
2015,
2016,
2017,6.9
2018,23.0
