,DATE,TMAX
278,1881-10-06,6.5
643,1882-10-06,
1008,1883-10-06,6.6
1374,1884-10-06,13.7
1739,1885-10-06,12.3
2104,1886-10-06,5.0
2469,1887-10-06,8.0
2835,1888-10-06,10.9
3200,1889-10-06,13.5
3565,1890-10-06,3.6
3930,1891-10-06,16.5
4296,1892-10-06,8.1
4661,1893-10-06,12.3
5026,1894-10-06,7.8
5391,1895-10-06,11.6
5757,1896-10-06,14.4
6122,1897-10-06,5.9
6487,1898-10-06,6.4
6852,1899-10-06,10.4
7217,1900-10-06,13.2
7582,1901-10-06,15.0
7947,1902-10-06,7.7
8312,1903-10-06,
8678,1904-10-06,10.5
9043,1905-10-06,8.5
9408,1906-10-06,7.5
9773,1907-10-06,12.3
10139,1908-10-06,6.5
10504,1909-10-06,15.7
10869,1910-10-06,10.2
11234,1911-10-06,7.9
11600,1912-10-06,9.0
11965,1913-10-06,3.5
12330,1914-10-06,6.0
12695,1915-10-06,7.7
13061,1916-10-06,5.5
13426,1917-10-06,9.6
13791,1918-10-06,13.7
14156,1919-10-06,14.9
14522,1920-10-06,8.7
14887,1921-10-06,7.1
15252,1922-10-06,7.2
15617,1923-10-06,9.9
15983,1924-10-06,11.7
16348,1925-10-06,6.6
16713,1926-10-06,7.4
17078,1927-10-06,11.0
17444,1928-10-06,8.3
17809,1929-10-06,13.1
18174,1930-10-06,3.9
18539,1931-10-06,8.6
18905,1932-10-06,6.7
19270,1933-10-06,5.9
19635,1934-10-06,4.3
20000,1935-10-06,14.2
20366,1936-10-06,6.1
20731,1937-10-06,9.9
21096,1938-10-06,13.8
21461,1939-10-06,3.3
21827,1940-10-06,10.0
22192,1941-10-06,6.2
22557,1942-10-06,13.0
22922,1943-10-06,9.1
23288,1944-10-06,10.0
23653,1945-10-06,5.2
24018,1946-10-06,9.7
24383,1947-10-06,11.0
24749,1948-10-06,10.5
25114,1949-10-06,7.8
25479,1950-10-06,13.0
25844,1951-10-06,8.6
26210,1952-10-06,7.3
26575,1953-10-06,8.8
26940,1954-10-06,7.7
27305,1955-10-06,8.1
27671,1956-10-06,12.3
28036,1957-10-06,8.2
28401,1958-10-06,16.8
28766,1959-10-06,10.0
29132,1960-10-06,6.9
29497,1961-10-06,11.0
29862,1962-10-06,14.9
30227,1963-10-06,11.7
30593,1964-10-06,11.9
30958,1965-10-06,11.8
31323,1966-10-06,10.5
31688,1967-10-06,16.1
32054,1968-10-06,2.7
32419,1969-10-06,7.8
32784,1970-10-06,7.9
33149,1971-10-06,8.6
33515,1972-10-06,8.8
33880,1973-10-06,10.2
34245,1974-10-06,11.3
34610,1975-10-06,9.1
34976,1976-10-06,8.9
35341,1977-10-06,3.7
35706,1978-10-06,6.7
36071,1979-10-06,7.4
36437,1980-10-06,9.2
36802,1981-10-06,13.9
37167,1982-10-06,14.1
37532,1983-10-06,12.8
37898,1984-10-06,11.5
38263,1985-10-06,15.6
38628,1986-10-06,7.2
38993,1987-10-06,10.3
39359,1988-10-06,16.3
39724,1989-10-06,6.4
40089,1990-10-06,8.7
40454,1991-10-06,15.6
40820,1992-10-06,10.0
41185,1993-10-06,10.3
41550,1994-10-06,9.4
41915,1995-10-06,16.6
42281,1996-10-06,12.0
42646,1997-10-06,9.6
43011,1998-10-06,7.4
43376,1999-10-06,12.9
43742,2000-10-06,11.3
44107,2001-10-06,12.2
44472,2002-10-06,5.3
44837,2003-10-06,11.6
45203,2004-10-06,14.8
45568,2005-10-06,13.5
45933,2006-10-06,15.4
46298,2007-10-06,12.3
46664,2008-10-06,11.5
47029,2009-10-06,7.6
47394,2010-10-06,12.7
47759,2011-10-06,14.6
48125,2012-10-06,12.1
48490,2013-10-06,10.7
48855,2014-10-06,
49199,2015-10-06,6.8
49565,2016-10-06,10.5
49930,2017-10-06,
50294,2018-10-06,
