,09-30
1881,11.6
1882,
1883,14.2
1884,16.9
1885,6.3
1886,10.1
1887,12.0
1888,9.6
1889,12.4
1890,11.4
1891,15.9
1892,18.0
1893,10.4
1894,8.8
1895,13.2
1896,11.8
1897,7.3
1898,9.3
1899,15.8
1900,10.4
1901,16.1
1902,7.7
1903,11.2
1904,16.2
1905,7.3
1906,6.7
1907,12.1
1908,7.7
1909,11.2
1910,13.2
1911,9.1
1912,9.6
1913,11.8
1914,10.0
1915,15.2
1916,6.7
1917,8.2
1918,11.2
1919,11.9
1920,14.0
1921,7.3
1922,8.1
1923,11.6
1924,13.5
1925,12.5
1926,10.6
1927,14.4
1928,5.8
1929,17.3
1930,9.0
1931,5.9
1932,12.9
1933,12.1
1934,8.5
1935,9.1
1936,8.7
1937,12.3
1938,15.7
1939,6.3
1940,7.1
1941,10.3
1942,16.4
1943,13.2
1944,11.2
1945,8.1
1946,10.7
1947,10.1
1948,14.6
1949,14.1
1950,12.8
1951,12.6
1952,6.2
1953,14.4
1954,12.9
1955,12.5
1956,13.5
1957,7.4
1958,14.0
1959,9.5
1960,8.4
1961,15.9
1962,13.8
1963,9.7
1964,11.7
1965,15.7
1966,7.6
1967,9.6
1968,11.3
1969,10.2
1970,9.8
1971,12.2
1972,7.8
1973,14.0
1974,18.8
1975,13.5
1976,6.1
1977,10.6
1978,5.2
1979,8.2
1980,6.3
1981,17.9
1982,12.0
1983,7.0
1984,9.8
1985,9.6
1986,8.9
1987,11.0
1988,15.2
1989,9.8
1990,9.4
1991,13.5
1992,12.6
1993,7.6
1994,10.6
1995,11.0
1996,6.4
1997,9.2
1998,7.6
1999,15.6
2000,17.1
2001,9.4
2002,11.8
2003,15.2
2004,12.6
2005,15.9
2006,11.6
2007,22.7
2008,10.9
2009,7.8
2010,12.4
2011,16.8
2012,11.4
2013,6.5
2014,
2015,
2016,16.2
2017,10.7
2018,
