,DATE,TMAX
353,1881-12-20,1.1
718,1882-12-20,
1083,1883-12-20,-3.4
1449,1884-12-20,-0.5
1814,1885-12-20,1.6
2179,1886-12-20,-3.9
2544,1887-12-20,-0.7
2910,1888-12-20,-1.2
3275,1889-12-20,2.5
3640,1890-12-20,-5.1
4005,1891-12-20,-3.9
4371,1892-12-20,-6.4
4736,1893-12-20,-2.8
5101,1894-12-20,-10.6
5466,1895-12-20,-2.4
5832,1896-12-20,-5.4
6197,1897-12-20,-7.7
6562,1898-12-20,-4.6
6927,1899-12-20,-5.7
7292,1900-12-20,1.3
7657,1901-12-20,-4.1
8022,1902-12-20,-16.6
8387,1903-12-20,
8753,1904-12-20,-5.0
9118,1905-12-20,-0.7
9483,1906-12-20,-2.8
9848,1907-12-20,-12.2
10214,1908-12-20,-2.2
10579,1909-12-20,2.0
10944,1910-12-20,2.5
11309,1911-12-20,2.7
11675,1912-12-20,0.4
12040,1913-12-20,-0.8
12405,1914-12-20,1.3
12770,1915-12-20,-7.9
13136,1916-12-20,-3.5
13501,1917-12-20,-2.0
13866,1918-12-20,-3.2
14231,1919-12-20,-10.1
14597,1920-12-20,-0.9
14962,1921-12-20,-6.5
15327,1922-12-20,-6.0
15692,1923-12-20,-2.9
16058,1924-12-20,5.6
16423,1925-12-20,-12.1
16788,1926-12-20,-15.7
17153,1927-12-20,-7.0
17519,1928-12-20,0.1
17884,1929-12-20,3.2
18249,1930-12-20,-5.6
18614,1931-12-20,1.7
18980,1932-12-20,5.6
19345,1933-12-20,1.3
19710,1934-12-20,-1.3
20075,1935-12-20,-0.7
20441,1936-12-20,5.6
20806,1937-12-20,-10.6
21171,1938-12-20,-15.7
21536,1939-12-20,-0.2
21902,1940-12-20,1.3
22267,1941-12-20,-2.4
22632,1942-12-20,-1.2
22997,1943-12-20,-0.8
23363,1944-12-20,-6.1
23728,1945-12-20,-1.7
24093,1946-12-20,1.2
24458,1947-12-20,-1.1
24824,1948-12-20,1.6
25189,1949-12-20,3.3
25554,1950-12-20,1.7
25919,1951-12-20,3.3
26285,1952-12-20,1.3
26650,1953-12-20,-5.7
27015,1954-12-20,3.9
27380,1955-12-20,-18.3
27746,1956-12-20,2.4
28111,1957-12-20,1.5
28476,1958-12-20,-0.1
28841,1959-12-20,-2.0
29207,1960-12-20,1.3
29572,1961-12-20,-1.5
29937,1962-12-20,-14.4
30302,1963-12-20,-9.9
30668,1964-12-20,-1.6
31033,1965-12-20,-0.4
31398,1966-12-20,-11.1
31763,1967-12-20,-8.6
32129,1968-12-20,-0.1
32494,1969-12-20,-7.4
32859,1970-12-20,-7.2
33224,1971-12-20,-5.5
33590,1972-12-20,1.5
33955,1973-12-20,-2.9
34320,1974-12-20,1.5
34685,1975-12-20,-7.2
35051,1976-12-20,-2.9
35416,1977-12-20,1.7
35781,1978-12-20,-15.3
36146,1979-12-20,2.4
36512,1980-12-20,-3.3
36877,1981-12-20,-7.0
37242,1982-12-20,0.7
37607,1983-12-20,1.5
37973,1984-12-20,-0.3
38338,1985-12-20,-11.5
38703,1986-12-20,-10.5
39068,1987-12-20,-3.1
39434,1988-12-20,-5.0
39799,1989-12-20,5.0
40164,1990-12-20,-2.7
40529,1991-12-20,2.4
40895,1992-12-20,2.5
41260,1993-12-20,3.2
41625,1994-12-20,-9.5
41990,1995-12-20,-7.6
42356,1996-12-20,-5.6
42721,1997-12-20,-1.5
43086,1998-12-20,3.2
43451,1999-12-20,-0.9
43817,2000-12-20,-0.1
44182,2001-12-20,1.3
44547,2002-12-20,1.7
44912,2003-12-20,4.0
45278,2004-12-20,1.6
45643,2005-12-20,-2.9
46008,2006-12-20,-3.6
46373,2007-12-20,4.4
46739,2008-12-20,-0.2
47104,2009-12-20,-8.3
47469,2010-12-20,-6.9
47834,2011-12-20,3.6
48200,2012-12-20,-14.8
48565,2013-12-20,3.4
48930,2014-12-20,
49274,2015-12-20,
49640,2016-12-20,
50005,2017-12-20,-1.7
50363,2018-12-20,-6.2
