,06-20
1881,17.9
1882,
1883,
1884,25.5
1885,21.3
1886,24.0
1887,22.3
1888,17.9
1889,27.8
1890,17.4
1891,18.5
1892,14.0
1893,13.8
1894,20.5
1895,27.7
1896,22.4
1897,21.4
1898,13.0
1899,14.9
1900,18.1
1901,18.4
1902,17.4
1903,24.5
1904,18.5
1905,27.8
1906,20.3
1907,22.0
1908,28.4
1909,16.4
1910,10.9
1911,18.0
1912,17.0
1913,8.2
1914,23.5
1915,15.9
1916,15.9
1917,29.8
1918,15.5
1919,21.1
1920,20.7
1921,14.9
1922,18.7
1923,24.7
1924,25.4
1925,17.4
1926,14.0
1927,25.2
1928,14.1
1929,19.3
1930,26.2
1931,19.8
1932,18.1
1933,22.6
1934,22.7
1935,22.9
1936,27.0
1937,25.5
1938,20.2
1939,27.5
1940,19.2
1941,16.7
1942,18.0
1943,21.2
1944,22.4
1945,15.7
1946,21.8
1947,20.9
1948,18.2
1949,13.9
1950,21.6
1951,18.8
1952,21.4
1953,26.1
1954,25.4
1955,13.4
1956,26.7
1957,13.6
1958,21.3
1959,18.4
1960,18.2
1961,16.6
1962,25.4
1963,22.9
1964,25.5
1965,19.5
1966,27.0
1967,22.5
1968,27.9
1969,25.1
1970,23.6
1971,23.5
1972,26.2
1973,18.7
1974,25.1
1975,25.2
1976,14.7
1977,20.7
1978,19.2
1979,18.8
1980,28.4
1981,24.5
1982,20.2
1983,18.6
1984,18.9
1985,23.7
1986,23.3
1987,20.5
1988,21.6
1989,23.1
1990,14.8
1991,20.3
1992,24.5
1993,19.3
1994,16.3
1995,18.2
1996,19.4
1997,21.6
1998,19.0
1999,29.8
2000,23.5
2001,18.8
2002,23.0
2003,16.3
2004,20.8
2005,17.8
2006,30.2
2007,18.1
2008,24.6
2009,17.2
2010,21.9
2011,16.7
2012,17.0
2013,21.5
2014,
2015,
2016,
2017,
2018,
