,08-17
1881,19.6
1882,
1883,
1884,17.8
1885,16.9
1886,22.6
1887,17.4
1888,15.6
1889,18.2
1890,24.9
1891,16.4
1892,17.0
1893,13.4
1894,22.8
1895,18.4
1896,14.0
1897,23.9
1898,24.0
1899,25.8
1900,23.0
1901,26.5
1902,17.8
1903,18.5
1904,18.6
1905,19.0
1906,26.5
1907,19.1
1908,16.1
1909,17.0
1910,17.7
1911,19.4
1912,17.4
1913,25.3
1914,13.8
1915,13.1
1916,19.7
1917,24.1
1918,14.3
1919,17.5
1920,19.3
1921,21.5
1922,16.9
1923,16.1
1924,27.7
1925,19.9
1926,19.3
1927,20.6
1928,25.2
1929,20.1
1930,20.2
1931,20.3
1932,27.2
1933,22.8
1934,24.1
1935,24.3
1936,17.8
1937,28.4
1938,27.6
1939,23.8
1940,20.7
1941,24.7
1942,22.4
1943,17.2
1944,21.0
1945,26.8
1946,19.1
1947,21.3
1948,19.2
1949,16.7
1950,23.5
1951,18.2
1952,19.0
1953,20.7
1954,22.8
1955,25.7
1956,17.7
1957,21.9
1958,20.9
1959,27.4
1960,20.4
1961,16.8
1962,16.8
1963,17.9
1964,17.4
1965,13.4
1966,20.5
1967,24.5
1968,19.9
1969,20.1
1970,19.7
1971,17.8
1972,20.7
1973,23.1
1974,20.4
1975,20.4
1976,21.0
1977,16.1
1978,20.8
1979,25.4
1980,18.9
1981,20.8
1982,20.1
1983,19.4
1984,16.6
1985,24.3
1986,16.5
1987,14.4
1988,17.9
1989,28.2
1990,25.3
1991,21.7
1992,21.0
1993,21.5
1994,14.0
1995,21.1
1996,26.2
1997,18.3
1998,17.6
1999,18.9
2000,19.3
2001,29.2
2002,19.1
2003,19.8
2004,19.5
2005,18.3
2006,23.2
2007,25.3
2008,29.9
2009,19.9
2010,23.3
2011,19.5
2012,24.6
2013,22.6
2014,
2015,20.9
2016,21.4
2017,23.9
2018,25.7
