,DATE,TMAX
213,1881-08-02,21.1
578,1882-08-02,
943,1883-08-02,
1309,1884-08-02,24.3
1674,1885-08-02,23.9
2039,1886-08-02,24.3
2404,1887-08-02,23.4
2770,1888-08-02,18.4
3135,1889-08-02,18.5
3500,1890-08-02,19.6
3865,1891-08-02,18.2
4231,1892-08-02,17.3
4596,1893-08-02,28.1
4961,1894-08-02,17.0
5326,1895-08-02,21.2
5692,1896-08-02,30.6
6057,1897-08-02,22.7
6422,1898-08-02,20.3
6787,1899-08-02,21.7
7152,1900-08-02,18.4
7517,1901-08-02,25.4
7882,1902-08-02,16.1
8247,1903-08-02,20.6
8613,1904-08-02,23.3
8978,1905-08-02,20.6
9343,1906-08-02,23.3
9708,1907-08-02,17.1
10074,1908-08-02,22.9
10439,1909-08-02,17.6
10804,1910-08-02,26.3
11169,1911-08-02,25.0
11535,1912-08-02,30.1
11900,1913-08-02,22.5
12265,1914-08-02,20.4
12630,1915-08-02,20.8
12996,1916-08-02,14.5
13361,1917-08-02,22.6
13726,1918-08-02,19.1
14091,1919-08-02,20.7
14457,1920-08-02,20.9
14822,1921-08-02,19.1
15187,1922-08-02,20.7
15552,1923-08-02,16.9
15918,1924-08-02,27.0
16283,1925-08-02,25.0
16648,1926-08-02,18.0
17013,1927-08-02,25.2
17379,1928-08-02,16.9
17744,1929-08-02,23.5
18109,1930-08-02,20.8
18474,1931-08-02,26.1
18840,1932-08-02,28.1
19205,1933-08-02,22.2
19570,1934-08-02,22.0
19935,1935-08-02,21.4
20301,1936-08-02,30.8
20666,1937-08-02,17.9
21031,1938-08-02,25.8
21396,1939-08-02,22.4
21762,1940-08-02,21.1
22127,1941-08-02,26.0
22492,1942-08-02,22.2
22857,1943-08-02,24.3
23223,1944-08-02,24.4
23588,1945-08-02,17.7
23953,1946-08-02,21.0
24318,1947-08-02,17.0
24684,1948-08-02,26.9
25049,1949-08-02,18.2
25414,1950-08-02,19.8
25779,1951-08-02,22.8
26145,1952-08-02,23.0
26510,1953-08-02,21.9
26875,1954-08-02,19.5
27240,1955-08-02,26.2
27606,1956-08-02,17.3
27971,1957-08-02,22.4
28336,1958-08-02,21.7
28701,1959-08-02,22.1
29067,1960-08-02,24.7
29432,1961-08-02,24.9
29797,1962-08-02,19.1
30162,1963-08-02,30.0
30528,1964-08-02,15.9
30893,1965-08-02,19.7
31258,1966-08-02,23.0
31623,1967-08-02,28.6
31989,1968-08-02,19.3
32354,1969-08-02,20.8
32719,1970-08-02,25.8
33084,1971-08-02,22.7
33450,1972-08-02,28.6
33815,1973-08-02,23.3
34180,1974-08-02,19.4
34545,1975-08-02,27.0
34911,1976-08-02,16.8
35276,1977-08-02,23.8
35641,1978-08-02,25.6
36006,1979-08-02,20.9
36372,1980-08-02,27.4
36737,1981-08-02,21.8
37102,1982-08-02,22.1
37467,1983-08-02,27.0
37833,1984-08-02,23.8
38198,1985-08-02,19.2
38563,1986-08-02,24.2
38928,1987-08-02,22.4
39294,1988-08-02,19.6
39659,1989-08-02,28.7
40024,1990-08-02,22.8
40389,1991-08-02,26.4
40755,1992-08-02,22.0
41120,1993-08-02,21.4
41485,1994-08-02,27.9
41850,1995-08-02,26.0
42216,1996-08-02,23.3
42581,1997-08-02,24.1
42946,1998-08-02,21.7
43311,1999-08-02,25.2
43677,2000-08-02,19.8
44042,2001-08-02,17.8
44407,2002-08-02,25.6
44772,2003-08-02,28.0
45138,2004-08-02,27.5
45503,2005-08-02,21.8
45868,2006-08-02,24.6
46233,2007-08-02,23.2
46599,2008-08-02,17.9
46964,2009-08-02,21.3
47329,2010-08-02,27.1
47694,2011-08-02,18.6
48060,2012-08-02,22.1
48425,2013-08-02,23.2
48790,2014-08-02,
49134,2015-08-02,
49500,2016-08-02,
49865,2017-08-02,
50230,2018-08-02,30.1
