,08-19
1881,19.6
1882,
1883,
1884,18.7
1885,21.7
1886,21.5
1887,17.6
1888,16.2
1889,16.7
1890,19.2
1891,18.1
1892,18.6
1893,15.1
1894,19.1
1895,15.1
1896,16.0
1897,23.5
1898,16.1
1899,18.5
1900,25.7
1901,20.9
1902,18.2
1903,17.3
1904,15.7
1905,18.6
1906,22.2
1907,18.8
1908,15.7
1909,21.5
1910,18.0
1911,15.6
1912,19.1
1913,22.2
1914,16.7
1915,15.3
1916,18.3
1917,23.6
1918,16.7
1919,19.2
1920,22.8
1921,19.7
1922,21.4
1923,17.2
1924,26.9
1925,19.4
1926,20.1
1927,19.3
1928,19.4
1929,26.0
1930,27.1
1931,19.9
1932,20.5
1933,16.1
1934,18.3
1935,20.2
1936,21.0
1937,23.7
1938,20.0
1939,25.7
1940,23.0
1941,21.1
1942,22.1
1943,17.4
1944,21.5
1945,20.7
1946,21.5
1947,14.7
1948,20.6
1949,12.9
1950,25.5
1951,20.4
1952,17.5
1953,19.4
1954,21.7
1955,27.9
1956,19.3
1957,19.8
1958,14.0
1959,24.8
1960,22.3
1961,19.8
1962,16.2
1963,21.9
1964,24.2
1965,15.8
1966,19.3
1967,20.1
1968,20.7
1969,23.3
1970,20.2
1971,19.4
1972,31.3
1973,23.0
1974,17.8
1975,16.9
1976,18.1
1977,13.1
1978,18.6
1979,24.2
1980,22.7
1981,17.0
1982,21.5
1983,17.2
1984,18.3
1985,23.7
1986,17.3
1987,19.1
1988,15.0
1989,18.6
1990,19.6
1991,18.3
1992,16.8
1993,14.6
1994,15.0
1995,20.4
1996,22.8
1997,22.1
1998,18.6
1999,23.8
2000,20.0
2001,21.2
2002,23.2
2003,23.5
2004,21.1
2005,21.3
2006,24.6
2007,21.4
2008,20.3
2009,16.8
2010,18.6
2011,20.6
2012,20.4
2013,25.3
2014,
2015,20.5
2016,24.0
2017,27.5
2018,
