,DATE,TMAX
6,1881-01-07,0.7
371,1882-01-07,
736,1883-01-07,
1101,1884-01-07,0.3
1467,1885-01-07,-0.7
1832,1886-01-07,-0.7
2197,1887-01-07,-0.6
2562,1888-01-07,1.5
2928,1889-01-07,2.1
3293,1890-01-07,1.9
3658,1891-01-07,-17.3
4023,1892-01-07,0.8
4389,1893-01-07,-7.2
4754,1894-01-07,-2.3
5119,1895-01-07,-4.5
5484,1896-01-07,0.3
5850,1897-01-07,-16.2
6215,1898-01-07,-0.1
6580,1899-01-07,-11.4
6945,1900-01-07,-11.7
7310,1901-01-07,0.3
7675,1902-01-07,-5.4
8040,1903-01-07,
8405,1904-01-07,-6.8
8771,1905-01-07,-13.0
9136,1906-01-07,-2.3
9501,1907-01-07,
9866,1908-01-07,-3.2
10232,1909-01-07,-1.2
10597,1910-01-07,-12.8
10962,1911-01-07,-3.8
11327,1912-01-07,-18.6
11693,1913-01-07,1.8
12058,1914-01-07,-10.9
12423,1915-01-07,-16.8
12788,1916-01-07,0.4
13154,1917-01-07,-4.0
13519,1918-01-07,-16.5
13884,1919-01-07,2.4
14249,1920-01-07,-0.8
14615,1921-01-07,3.4
14980,1922-01-07,-2.2
15345,1923-01-07,-1.1
15710,1924-01-07,-5.2
16076,1925-01-07,0.6
16441,1926-01-07,-12.6
16806,1927-01-07,-9.2
17171,1928-01-07,-1.0
17537,1929-01-07,-1.1
17902,1930-01-07,3.6
18267,1931-01-07,-0.8
18632,1932-01-07,3.6
18998,1933-01-07,-2.9
19363,1934-01-07,-0.2
19728,1935-01-07,-19.7
20093,1936-01-07,-2.4
20459,1937-01-07,2.9
20824,1938-01-07,-6.1
21189,1939-01-07,-2.5
21554,1940-01-07,-16.9
21920,1941-01-07,1.2
22285,1942-01-07,-8.0
22650,1943-01-07,-10.2
23015,1944-01-07,2.3
23381,1945-01-07,-2.8
23746,1946-01-07,1.0
24111,1947-01-07,-6.8
24476,1948-01-07,-7.5
24842,1949-01-07,3.2
25207,1950-01-07,-23.2
25572,1951-01-07,-2.7
25937,1952-01-07,3.0
26303,1953-01-07,-12.3
26668,1954-01-07,-1.2
27033,1955-01-07,-2.0
27398,1956-01-07,-0.1
27764,1957-01-07,1.7
28129,1958-01-07,-20.7
28494,1959-01-07,0.2
28859,1960-01-07,-0.9
29225,1961-01-07,2.6
29590,1962-01-07,0.7
29955,1963-01-07,-4.0
30320,1964-01-07,0.4
30686,1965-01-07,-8.7
31051,1966-01-07,-13.2
31416,1967-01-07,-4.0
31781,1968-01-07,-17.9
32147,1969-01-07,-12.7
32512,1970-01-07,1.7
32877,1971-01-07,-4.5
33242,1972-01-07,-4.2
33608,1973-01-07,0.3
33973,1974-01-07,-0.3
34338,1975-01-07,-2.2
34703,1976-01-07,-6.1
35069,1977-01-07,1.0
35434,1978-01-07,-5.4
35799,1979-01-07,-8.0
36164,1980-01-07,-2.3
36530,1981-01-07,-15.1
36895,1982-01-07,-16.7
37260,1983-01-07,6.0
37625,1984-01-07,1.6
37991,1985-01-07,-13.5
38356,1986-01-07,-2.3
38721,1987-01-07,-25.8
39086,1988-01-07,0.4
39452,1989-01-07,1.8
39817,1990-01-07,-0.5
40182,1991-01-07,2.4
40547,1992-01-07,-1.5
40913,1993-01-07,2.6
41278,1994-01-07,-4.0
41643,1995-01-07,-7.7
42008,1996-01-07,-4.4
42374,1997-01-07,-0.2
42739,1998-01-07,2.4
43104,1999-01-07,0.0
43469,2000-01-07,2.5
43835,2001-01-07,1.6
44200,2002-01-07,-11.2
44565,2003-01-07,-16.7
44930,2004-01-07,-6.3
45296,2005-01-07,2.7
45661,2006-01-07,-0.9
46026,2007-01-07,1.2
46391,2008-01-07,-5.5
46757,2009-01-07,0.2
47122,2010-01-07,-7.2
47487,2011-01-07,-3.9
47852,2012-01-07,2.4
48218,2013-01-07,-2.7
48583,2014-01-07,
48948,2015-01-07,
49292,2016-01-07,-20.3
49658,2017-01-07,
50023,2018-01-07,
50381,2019-01-07,-0.5
