,08-15
1881,17.0
1882,
1883,
1884,18.3
1885,17.3
1886,23.0
1887,18.0
1888,18.8
1889,18.3
1890,25.2
1891,19.2
1892,19.6
1893,13.3
1894,21.9
1895,15.9
1896,18.6
1897,18.4
1898,22.3
1899,17.6
1900,19.4
1901,26.5
1902,18.3
1903,17.5
1904,17.5
1905,18.2
1906,23.4
1907,16.8
1908,14.9
1909,15.9
1910,11.3
1911,17.2
1912,18.3
1913,18.1
1914,13.4
1915,13.3
1916,17.4
1917,25.9
1918,18.9
1919,16.4
1920,19.9
1921,26.3
1922,17.4
1923,16.8
1924,27.3
1925,23.6
1926,23.7
1927,17.4
1928,24.6
1929,21.7
1930,21.6
1931,20.1
1932,22.4
1933,19.2
1934,22.9
1935,29.7
1936,19.4
1937,20.0
1938,25.2
1939,27.8
1940,24.4
1941,21.7
1942,22.0
1943,18.2
1944,16.6
1945,26.9
1946,20.8
1947,22.4
1948,17.7
1949,18.6
1950,21.4
1951,20.4
1952,18.6
1953,22.3
1954,21.9
1955,27.0
1956,18.2
1957,23.9
1958,19.4
1959,25.7
1960,23.7
1961,19.9
1962,16.6
1963,18.6
1964,15.5
1965,13.7
1966,19.7
1967,23.0
1968,22.2
1969,17.7
1970,21.9
1971,23.7
1972,21.5
1973,23.3
1974,19.1
1975,18.3
1976,23.0
1977,16.2
1978,13.9
1979,23.1
1980,17.7
1981,19.4
1982,20.2
1983,16.0
1984,14.4
1985,23.3
1986,19.4
1987,14.8
1988,18.0
1989,22.8
1990,25.3
1991,20.1
1992,22.5
1993,18.1
1994,18.4
1995,21.0
1996,25.9
1997,11.9
1998,12.6
1999,15.9
2000,20.1
2001,21.9
2002,28.0
2003,18.6
2004,17.0
2005,20.2
2006,26.4
2007,28.1
2008,21.8
2009,20.1
2010,29.2
2011,22.4
2012,24.1
2013,17.2
2014,
2015,21.5
2016,
2017,
2018,22.1
