,01-13
1881,-14.0
1882,
1883,
1884,-9.1
1885,-1.2
1886,-9.5
1887,-2.0
1888,-14.9
1889,-10.9
1890,-3.3
1891,-2.5
1892,-0.1
1893,-20.0
1894,1.2
1895,-8.9
1896,-9.8
1897,-15.1
1898,0.7
1899,1.9
1900,-11.4
1901,-1.6
1902,-17.1
1903,
1904,-7.0
1905,0.2
1906,-2.1
1907,
1908,-3.8
1909,0.6
1910,1.9
1911,-3.9
1912,
1913,-4.0
1914,-12.4
1915,-6.3
1916,-12.0
1917,-4.8
1918,-18.3
1919,-2.2
1920,-4.9
1921,-9.7
1922,-4.7
1923,1.4
1924,0.9
1925,1.4
1926,-15.1
1927,-16.7
1928,1.1
1929,0.6
1930,0.7
1931,1.5
1932,-3.5
1933,-9.4
1934,-5.5
1935,-5.2
1936,1.0
1937,-2.4
1938,-8.0
1939,-12.1
1940,1.3
1941,-11.6
1942,-19.5
1943,-8.5
1944,-6.4
1945,-0.5
1946,-6.3
1947,-5.6
1948,-5.9
1949,-0.3
1950,-6.8
1951,-7.5
1952,1.4
1953,-1.1
1954,-1.5
1955,-1.4
1956,-1.3
1957,-5.8
1958,1.4
1959,-3.3
1960,-14.3
1961,0.5
1962,3.2
1963,-13.2
1964,1.0
1965,-2.7
1966,-10.6
1967,-9.4
1968,-19.2
1969,-6.6
1970,-4.4
1971,-1.6
1972,-10.1
1973,0.2
1974,-11.1
1975,2.5
1976,-11.7
1977,0.3
1978,-1.9
1979,2.1
1980,0.3
1981,-2.0
1982,-15.0
1983,4.9
1984,1.3
1985,-10.2
1986,-11.1
1987,-19.7
1988,2.0
1989,2.3
1990,-15.2
1991,-4.7
1992,-5.3
1993,2.4
1994,2.3
1995,-2.6
1996,-1.2
1997,-0.8
1998,-2.2
1999,-4.9
2000,3.2
2001,-2.8
2002,1.7
2003,0.6
2004,-0.8
2005,4.9
2006,2.3
2007,-1.9
2008,3.7
2009,5.0
2010,-4.0
2011,0.9
2012,1.8
2013,-8.4
2014,
2015,2.3
2016,-8.7
2017,1.5
2018,-4.1
2019,
